	庫房	料號	品名	數量	帳務日期	週	工作日	年
0	DLN5	A04411285	全拋式採血器	1	2019/1/1	1	FALSE	2019
1	DLN5	A04411285	全拋式採血器	4	2019/1/1	1	FALSE	2019
2	DLN5	A04411285	全拋式採血器	4	2019/1/1	1	FALSE	2019
3	DLN5	A04411285	全拋式採血器	4	2019/1/1	1	FALSE	2019
4	DLN5	A04411285	全拋式採血器	2	2019/1/1	1	FALSE	2019
5	DLN5	A04411285	全拋式採血器	1	2019/1/1	1	FALSE	2019
6	DLN5	A04411285	全拋式採血器	1	2019/1/2	1	TRUE	2019
7	DLN5	A04411285	全拋式採血器	2	2019/1/2	1	TRUE	2019
8	DLN5	A04411285	全拋式採血器	4	2019/1/2	1	TRUE	2019
9	DLN5	A04411285	全拋式採血器	4	2019/1/2	1	TRUE	2019
10	DLN5	A04411285	全拋式採血器	1	2019/1/2	1	TRUE	2019
11	DLN5	A04411285	全拋式採血器	2	2019/1/2	1	TRUE	2019
12	DLN5	A04411285	全拋式採血器	4	2019/1/2	1	TRUE	2019
13	DLN5	A04411285	全拋式採血器	1	2019/1/2	1	TRUE	2019
14	DLN5	A04411285	全拋式採血器	1	2019/1/2	1	TRUE	2019
15	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
16	DLN5	A04411285	全拋式採血器	2	2019/1/3	1	TRUE	2019
17	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
18	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
19	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
20	DLN5	A04411285	全拋式採血器	4	2019/1/3	1	TRUE	2019
21	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
22	DLN5	A04411285	全拋式採血器	2	2019/1/3	1	TRUE	2019
23	DLN5	A04411285	全拋式採血器	4	2019/1/3	1	TRUE	2019
24	DLN5	A04411285	全拋式採血器	1	2019/1/3	1	TRUE	2019
25	DLN5	A04411285	全拋式採血器	2	2019/1/4	1	TRUE	2019
26	DLN5	A04411285	全拋式採血器	2	2019/1/4	1	TRUE	2019
27	DLN5	A04411285	全拋式採血器	1	2019/1/4	1	TRUE	2019
28	DLN5	A04411285	全拋式採血器	4	2019/1/4	1	TRUE	2019
29	DLN5	A04411285	全拋式採血器	1	2019/1/4	1	TRUE	2019
30	DLN5	A04411285	全拋式採血器	2	2019/1/4	1	TRUE	2019
31	DLN5	A04411285	全拋式採血器	4	2019/1/4	1	TRUE	2019
32	DLN5	A04411285	全拋式採血器	1	2019/1/4	1	TRUE	2019
33	DLN5	A04411285	全拋式採血器	2	2019/1/5	1	FALSE	2019
34	DLN5	A04411285	全拋式採血器	4	2019/1/5	1	FALSE	2019
35	DLN5	A04411285	全拋式採血器	4	2019/1/5	1	FALSE	2019
36	DLN5	A04411285	全拋式採血器	2	2019/1/5	1	FALSE	2019
37	DLN5	A04411285	全拋式採血器	1	2019/1/5	1	FALSE	2019
38	DLN5	A04411285	全拋式採血器	1	2019/1/5	1	FALSE	2019
39	DLN5	A04411285	全拋式採血器	1	2019/1/6	1	FALSE	2019
40	DLN5	A04411285	全拋式採血器	1	2019/1/6	1	FALSE	2019
41	DLN5	A04411285	全拋式採血器	2	2019/1/6	1	FALSE	2019
42	DLN5	A04411285	全拋式採血器	4	2019/1/6	1	FALSE	2019
43	DLN5	A04411285	全拋式採血器	2	2019/1/6	1	FALSE	2019
44	DLN5	A04411285	全拋式採血器	2	2019/1/6	1	FALSE	2019
45	DLN5	A04411285	全拋式採血器	1	2019/1/6	1	FALSE	2019
46	DLN5	A04411285	全拋式採血器	1	2019/1/6	1	FALSE	2019
47	DLN5	A04411285	全拋式採血器	1	2019/1/6	1	FALSE	2019
48	DLN5	A04411285	全拋式採血器	4	2019/1/6	1	FALSE	2019
49	DLN5	A04411285	全拋式採血器	2	2019/12/30	1	TRUE	2019
50	DLN5	A04411285	全拋式採血器	4	2019/12/30	1	TRUE	2019
51	DLN5	A04411285	全拋式採血器	1	2019/12/30	1	TRUE	2019
52	DLN5	A04411285	全拋式採血器	1	2019/12/30	1	TRUE	2019
53	DLN5	A04411285	全拋式採血器	1	2019/12/30	1	TRUE	2019
54	DLN5	A04411285	全拋式採血器	2	2019/12/30	1	TRUE	2019
55	DLN5	A04411285	全拋式採血器	1	2019/12/30	1	TRUE	2019
56	DLN5	A04411285	全拋式採血器	2	2019/12/31	1	TRUE	2019
57	DLN5	A04411285	全拋式採血器	1	2019/12/31	1	TRUE	2019
58	DLN5	A04411285	全拋式採血器	2	2019/12/31	1	TRUE	2019
59	DLN5	A04411285	全拋式採血器	1	2019/12/31	1	TRUE	2019
60	DLN5	A04411285	全拋式採血器	2	2019/12/31	1	TRUE	2019
61	DLN5	A04411285	全拋式採血器	1	2019/12/31	1	TRUE	2019
62	DLN5	A04411285	全拋式採血器	2	2019/12/31	1	TRUE	2019
63	DLN5	A04411285	全拋式採血器	1	2019/12/31	1	TRUE	2019
64	DLN5	A04411285	全拋式採血器	1	2019/12/31	1	TRUE	2019
65	DLN5	A04411285	全拋式採血器	2	2019/12/31	1	TRUE	2019
66	DLN5	A04411285	全拋式採血器	4	2019/12/31	1	TRUE	2019
67	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
68	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
69	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
70	DLN5	A04411285	全拋式採血器	1	2019/1/7	2	TRUE	2019
71	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
72	DLN5	A04411285	全拋式採血器	4	2019/1/7	2	TRUE	2019
73	DLN5	A04411285	全拋式採血器	1	2019/1/7	2	TRUE	2019
74	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
75	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
76	DLN5	A04411285	全拋式採血器	1	2019/1/7	2	TRUE	2019
77	DLN5	A04411285	全拋式採血器	4	2019/1/7	2	TRUE	2019
78	DLN5	A04411285	全拋式採血器	2	2019/1/7	2	TRUE	2019
79	DLN5	A04411285	全拋式採血器	2	2019/1/8	2	TRUE	2019
80	DLN5	A04411285	全拋式採血器	1	2019/1/8	2	TRUE	2019
81	DLN5	A04411285	全拋式採血器	2	2019/1/8	2	TRUE	2019
