,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-01-24,True,4,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-03-31,True,13,2022,5.0,2.0,202203.0,T-不計價
2,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-04-06,True,14,2022,3.0,4.0,202204.0,T-不計價
3,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-04-06,True,14,2022,3.0,4.0,202204.0,T-不計價
4,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-05-12,True,19,2022,5.0,2.0,202205.0,T-不計價
5,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-05-17,True,20,2022,5.0,2.0,202205.0,T-不計價
6,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-06-12,False,23,2022,5.0,2.0,202206.0,T-不計價
7,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-07-15,True,28,2022,5.0,2.0,202207.0,T-不計價
8,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-09-04,False,35,2022,5.0,2.0,202209.0,T-不計價
9,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-09-10,False,36,2022,4.0,3.0,202209.0,T-不計價
10,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-09-21,True,38,2022,5.0,2.0,202209.0,T-不計價
11,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-09-21,True,38,2022,5.0,2.0,202209.0,T-不計價
12,DLI1,T02130909,Oral Airway (Disposable),2.0,2022-09-28,True,39,2022,5.0,2.0,202209.0,T-不計價
13,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-10-01,False,39,2022,5.0,2.0,202210.0,T-不計價
14,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-10-18,True,42,2022,5.0,2.0,202210.0,T-不計價
15,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-10-26,True,43,2022,5.0,2.0,202210.0,T-不計價
16,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-11-08,True,45,2022,5.0,2.0,202211.0,T-不計價
17,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-11-19,False,46,2022,5.0,2.0,202211.0,T-不計價
18,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-11-24,True,47,2022,5.0,2.0,202211.0,T-不計價
19,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-11-25,True,47,2022,5.0,2.0,202211.0,T-不計價
20,DLI1,T02130909,Oral Airway (Disposable),1.0,2022-12-04,False,48,2022,5.0,2.0,202212.0,T-不計價
