,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-01-28,True,4,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-01-28,True,4,2022,5.0,2.0,202201.0,T-不計價
2,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,3.0,2022-02-03,False,5,2022,0.0,7.0,202202.0,T-不計價
3,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,T-不計價
4,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,T-不計價
5,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-08,True,6,2022,5.0,2.0,202202.0,T-不計價
6,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-09,True,6,2022,5.0,2.0,202202.0,T-不計價
7,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-12,False,6,2022,5.0,2.0,202202.0,T-不計價
8,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-16,True,7,2022,5.0,2.0,202202.0,T-不計價
9,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-17,True,7,2022,5.0,2.0,202202.0,T-不計價
10,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-18,True,7,2022,5.0,2.0,202202.0,T-不計價
11,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-02-26,False,8,2022,5.0,2.0,202202.0,T-不計價
12,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,2.0,2022-02-28,True,9,2022,4.0,3.0,202202.0,T-不計價
13,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-03-02,True,9,2022,4.0,3.0,202203.0,T-不計價
14,DLI1,B13500704,無菌手套7.0Fr(無粉)-病房用,1.0,2022-03-10,True,10,2022,5.0,2.0,202203.0,T-不計價
