,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,V02204118,手術刀片,1.0,2022-01-03,False,1,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,V02204118,手術刀片,1.0,2022-01-18,True,3,2022,5.0,2.0,202201.0,T-不計價
2,DLI1,V02204118,手術刀片,2.0,2022-01-28,True,4,2022,5.0,2.0,202201.0,T-不計價
3,DLI1,V02204118,手術刀片,1.0,2022-01-28,True,4,2022,5.0,2.0,202201.0,T-不計價
4,DLI1,V02204118,手術刀片,1.0,2022-01-29,True,4,2022,5.0,2.0,202201.0,T-不計價
5,DLI1,V02204118,手術刀片,1.0,2022-02-04,False,5,2022,0.0,7.0,202202.0,T-不計價
6,DLI1,V02204118,手術刀片,1.0,2022-02-05,False,5,2022,0.0,7.0,202202.0,T-不計價
7,DLI1,V02204118,手術刀片,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,T-不計價
8,DLI1,V02204118,手術刀片,1.0,2022-02-14,True,7,2022,5.0,2.0,202202.0,T-不計價
9,DLI1,V02204118,手術刀片,1.0,2022-02-17,True,7,2022,5.0,2.0,202202.0,T-不計價
10,DLI1,V02204118,手術刀片,1.0,2022-02-17,True,7,2022,5.0,2.0,202202.0,T-不計價
11,DLI1,V02204118,手術刀片,1.0,2022-02-22,True,8,2022,5.0,2.0,202202.0,T-不計價
12,DLI1,V02204118,手術刀片,1.0,2022-02-23,True,8,2022,5.0,2.0,202202.0,T-不計價
13,DLI1,V02204118,手術刀片,1.0,2022-03-17,True,11,2022,5.0,2.0,202203.0,T-不計價
14,DLI1,V02204118,手術刀片,1.0,2022-03-24,True,12,2022,5.0,2.0,202203.0,T-不計價
15,DLI1,V02204118,手術刀片,1.0,2022-04-02,True,13,2022,5.0,2.0,202204.0,T-不計價
16,DLI1,V02204118,手術刀片,5.0,2022-05-05,True,18,2022,5.0,2.0,202205.0,T-不計價
17,DLI1,V02204118,手術刀片,1.0,2022-05-09,True,19,2022,5.0,2.0,202205.0,T-不計價
18,DLI1,V02204118,手術刀片,1.0,2022-05-12,True,19,2022,5.0,2.0,202205.0,T-不計價
19,DLI1,V02204118,手術刀片,1.0,2022-05-17,True,20,2022,5.0,2.0,202205.0,T-不計價
20,DLI1,V02204118,手術刀片,1.0,2022-05-18,True,20,2022,5.0,2.0,202205.0,T-不計價
21,DLI1,V02204118,手術刀片,1.0,2022-05-19,True,20,2022,5.0,2.0,202205.0,T-不計價
22,DLI1,V02204118,手術刀片,1.0,2022-05-31,True,22,2022,4.0,3.0,202205.0,T-不計價
23,DLI1,V02204118,手術刀片,1.0,2022-07-18,True,29,2022,5.0,2.0,202207.0,T-不計價
24,DLI1,V02204118,手術刀片,1.0,2022-08-15,True,33,2022,5.0,2.0,202208.0,T-不計價
25,DLI1,V02204118,手術刀片,1.0,2022-09-16,True,37,2022,5.0,2.0,202209.0,T-不計價
26,DLI1,V02204118,手術刀片,1.0,2022-10-31,True,44,2022,5.0,2.0,202210.0,T-不計價
27,DLI1,V02204118,手術刀片,1.0,2022-11-02,True,44,2022,5.0,2.0,202211.0,T-不計價
28,DLI1,V02204118,手術刀片,1.0,2022-11-08,True,45,2022,5.0,2.0,202211.0,T-不計價
29,DLI1,V02204118,手術刀片,1.0,2022-11-28,True,48,2022,5.0,2.0,202211.0,T-不計價
30,DLI1,V02204118,手術刀片,1.0,2022-12-03,False,48,2022,5.0,2.0,202212.0,T-不計價
31,DLI1,V02204118,手術刀片,1.0,2022-12-28,True,52,2022,5.0,3.0,202212.0,T-不計價
