,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-01-16,False,2,2022,5.0,2.0,202201.0,C-計價
1,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-01-30,True,4,2022,5.0,2.0,202201.0,C-計價
2,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-06-23,True,25,2022,5.0,2.0,202206.0,C-計價
3,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-08-10,True,32,2022,5.0,2.0,202208.0,C-計價
4,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-10-02,False,39,2022,5.0,2.0,202210.0,C-計價
5,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-10-10,True,41,2022,4.0,3.0,202210.0,C-計價
6,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-10-17,True,42,2022,5.0,2.0,202210.0,C-計價
7,DLI1,C00703153,中央靜脈壓導管組(大人),2.0,2022-10-20,True,42,2022,5.0,2.0,202210.0,C-計價
8,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-11-02,True,44,2022,5.0,2.0,202211.0,C-計價
9,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-11-02,True,44,2022,5.0,2.0,202211.0,C-計價
10,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-11-10,True,45,2022,5.0,2.0,202211.0,C-計價
11,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-11-16,True,46,2022,5.0,2.0,202211.0,C-計價
12,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-11-23,True,47,2022,5.0,2.0,202211.0,C-計價
13,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-12-05,True,49,2022,5.0,2.0,202212.0,C-計價
14,DLI1,C00703153,中央靜脈壓導管組(大人),1.0,2022-12-28,True,52,2022,5.0,3.0,202212.0,C-計價
