,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,K82430329,痰盒-綠蓋,1.0,2022-02-21,True,8,2022,5.0,2.0,202202.0,T-不計價
1,DLI1,K82430329,痰盒-綠蓋,1.0,2022-02-25,True,8,2022,5.0,2.0,202202.0,T-不計價
2,DLI1,K82430329,痰盒-綠蓋,1.0,2022-03-12,False,10,2022,5.0,2.0,202203.0,T-不計價
3,DLI1,K82430329,痰盒-綠蓋,1.0,2022-03-17,True,11,2022,5.0,2.0,202203.0,T-不計價
4,DLI1,K82430329,痰盒-綠蓋,1.0,2022-03-27,False,12,2022,5.0,2.0,202203.0,T-不計價
5,DLI1,K82430329,痰盒-綠蓋,1.0,2022-04-12,True,15,2022,5.0,2.0,202204.0,T-不計價
6,DLI1,K82430329,痰盒-綠蓋,1.0,2022-05-05,True,18,2022,5.0,2.0,202205.0,T-不計價
7,DLI1,K82430329,痰盒-綠蓋,1.0,2022-05-16,True,20,2022,5.0,2.0,202205.0,T-不計價
8,DLI1,K82430329,痰盒-綠蓋,1.0,2022-05-18,True,20,2022,5.0,2.0,202205.0,T-不計價
9,DLI1,K82430329,痰盒-綠蓋,1.0,2022-05-19,True,20,2022,5.0,2.0,202205.0,T-不計價
10,DLI1,K82430329,痰盒-綠蓋,1.0,2022-05-21,False,20,2022,5.0,2.0,202205.0,T-不計價
11,DLI1,K82430329,痰盒-綠蓋,1.0,2022-06-23,True,25,2022,5.0,2.0,202206.0,T-不計價
12,DLI1,K82430329,痰盒-綠蓋,1.0,2022-07-15,True,28,2022,5.0,2.0,202207.0,T-不計價
13,DLI1,K82430329,痰盒-綠蓋,1.0,2022-08-06,False,31,2022,5.0,2.0,202208.0,T-不計價
14,DLI1,K82430329,痰盒-綠蓋,2.0,2022-08-30,True,35,2022,5.0,2.0,202208.0,T-不計價
15,DLI1,K82430329,痰盒-綠蓋,1.0,2022-08-31,True,35,2022,5.0,2.0,202208.0,T-不計價
16,DLI1,K82430329,痰盒-綠蓋,1.0,2022-10-02,False,39,2022,5.0,2.0,202210.0,T-不計價
17,DLI1,K82430329,痰盒-綠蓋,1.0,2022-10-02,False,39,2022,5.0,2.0,202210.0,T-不計價
18,DLI1,K82430329,痰盒-綠蓋,1.0,2022-11-28,True,48,2022,5.0,2.0,202211.0,T-不計價
