,庫房,料號,品名,數量,週,工作日,帳務日期
4600,DLI1,J00202019,勤達豪華型尿袋 (滅菌),13.0,1,False,2021-01-10
4610,DLI1,J00202019,勤達豪華型尿袋 (滅菌),11.0,2,False,2021-01-17
4619,DLI1,J00202019,勤達豪華型尿袋 (滅菌),9.0,3,False,2021-01-24
4630,DLI1,J00202019,勤達豪華型尿袋 (滅菌),11.0,4,False,2021-01-30
8935,DLI1,J00202019,勤達豪華型尿袋 (滅菌),11.0,5,True,2021-02-07
8945,DLI1,J00202019,勤達豪華型尿袋 (滅菌),10.0,6,False,2021-02-14
8951,DLI1,J00202019,勤達豪華型尿袋 (滅菌),6.0,7,False,2021-02-21
8965,DLI1,J00202019,勤達豪華型尿袋 (滅菌),14.0,8,False,2021-02-28
12493,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,9,False,2021-03-07
12500,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,10,False,2021-03-14
12506,DLI1,J00202019,勤達豪華型尿袋 (滅菌),6.0,11,False,2021-03-21
12512,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,12,False,2021-03-28
17004,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,13,False,2021-04-04
17013,DLI1,J00202019,勤達豪華型尿袋 (滅菌),9.0,14,False,2021-04-11
17018,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,15,False,2021-04-18
17027,DLI1,J00202019,勤達豪華型尿袋 (滅菌),11.0,16,True,2021-04-23
21594,DLI1,J00202019,勤達豪華型尿袋 (滅菌),10.0,17,False,2021-05-02
21602,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,18,False,2021-05-09
21610,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,19,False,2021-05-15
21618,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,20,True,2021-05-21
21626,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,21,False,2021-05-29
26235,DLI1,J00202019,勤達豪華型尿袋 (滅菌),9.0,22,False,2021-06-06
26243,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,23,False,2021-06-12
26249,DLI1,J00202019,勤達豪華型尿袋 (滅菌),6.0,24,False,2021-06-20
26251,DLI1,J00202019,勤達豪華型尿袋 (滅菌),2.0,25,True,2021-06-25
30830,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,26,False,2021-07-04
30840,DLI1,J00202019,勤達豪華型尿袋 (滅菌),10.0,27,False,2021-07-11
30848,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,28,False,2021-07-17
30858,DLI1,J00202019,勤達豪華型尿袋 (滅菌),10.0,29,False,2021-07-25
30865,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,30,True,2021-07-30
35710,DLI1,J00202019,勤達豪華型尿袋 (滅菌),4.0,31,False,2021-08-08
35717,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,32,False,2021-08-15
35723,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,33,True,2021-08-20
35728,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,34,False,2021-08-29
40199,DLI1,J00202019,勤達豪華型尿袋 (滅菌),9.0,35,False,2021-09-04
40205,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,36,False,2021-09-12
40212,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,37,True,2021-09-18
40217,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,38,False,2021-09-25
44144,DLI1,J00202019,勤達豪華型尿袋 (滅菌),5.0,39,False,2021-10-03
44151,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,40,False,2021-10-10
44161,DLI1,J00202019,勤達豪華型尿袋 (滅菌),10.0,41,False,2021-10-17
44168,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,42,False,2021-10-24
44172,DLI1,J00202019,勤達豪華型尿袋 (滅菌),9.0,43,True,2021-10-28
48293,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,44,False,2021-11-07
48301,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,45,False,2021-11-14
48309,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,46,False,2021-11-21
48317,DLI1,J00202019,勤達豪華型尿袋 (滅菌),8.0,47,True,2021-11-26
52248,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,48,False,2021-12-04
52255,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,49,False,2021-12-12
52257,DLI1,J00202019,勤達豪華型尿袋 (滅菌),2.0,50,True,2021-12-16
52265,DLI1,J00202019,勤達豪華型尿袋 (滅菌),7.0,51,False,2021-12-25
4586,DLI1,J00202019,勤達豪華型尿袋 (滅菌),0.0,52,False,2021-01-01
