,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,2
1,2019-01-15,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,3
2,2019-01-22,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,4
3,2019-01-29,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,5
4,2019-02-12,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,7
5,2019-02-19,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,8
6,2019-02-27,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,,9
7,2019-03-05,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,10
8,2019-03-12,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,11
9,2019-04-09,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,15
10,2019-04-23,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,17
11,2019-05-07,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,,19
12,2019-05-09,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,,19
13,2019-05-21,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,21
14,2019-05-28,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,22
15,2019-06-04,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,23
16,2019-07-09,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,28
17,2019-07-23,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,30
18,2019-08-13,B13332005,塑膠 P.E.手套，未消毒，單支,100支/盒 150盒/箱,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,,33
