,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2019-01-15,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
2,2019-01-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,4
3,2019-01-29,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,5
4,2019-03-12,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
5,2019-04-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
6,2019-04-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,18
7,2019-05-14,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,20
8,2019-06-18,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,25
9,2019-07-23,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,30
10,2019-08-06,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
11,2019-09-17,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,38
12,2019-10-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,41
13,2019-10-29,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
14,2019-11-26,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
15,2019-12-17,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
0,2020-01-07,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2020-02-11,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,7
2,2020-03-04,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
3,2020-03-24,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,13
4,2020-04-07,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
5,2020-05-12,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,20
6,2020-05-26,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
7,2020-06-24,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
8,2020-07-14,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,29
9,2020-07-29,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,31
10,2020-08-18,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,34
11,2020-09-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,39
12,2020-10-13,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,42
13,2020-10-27,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
14,2020-11-24,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
15,2020-12-15,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
0,2021-01-19,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
1,2021-02-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,6
2,2021-03-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
3,2021-03-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,13
4,2021-04-27,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,17
5,2021-06-01,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
6,2021-06-29,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
7,2021-07-29,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,30
8,2021-08-31,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,35
9,2021-09-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,38
10,2021-11-02,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
11,2021-11-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
12,2021-12-28,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
