,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-22,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,4
1,2019-01-29,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,5
2,2019-04-16,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,16
3,2019-04-23,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,1.0,1.0,0.0,,17
4,2019-04-26,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,4.0,4.0,0.0,,17
5,2019-05-21,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,21
6,2019-08-27,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,35
7,2019-09-03,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,0.0,36
8,2019-09-10,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,0.0,37
9,2019-09-24,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,0.0,39
10,2019-09-29,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,-5.0,-5.0,0.0,0.0,39
11,2019-10-09,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,41
12,2019-10-22,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,43
13,2019-11-05,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,45
14,2019-11-12,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,46
15,2019-11-19,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,47
16,2019-11-26,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,,48
