,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-03-12,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
1,2019-04-09,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
2,2019-05-14,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,20
3,2019-05-28,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
4,2019-07-23,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,30
5,2019-08-06,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
6,2019-09-10,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,37
7,2019-10-09,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,41
8,2019-11-19,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,47
9,2019-12-17,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
0,2020-01-14,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
1,2020-03-04,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
2,2020-03-31,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,14
3,2020-04-07,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
4,2020-05-19,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,21
5,2020-06-24,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
6,2020-07-21,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,30
7,2020-08-18,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,34
8,2020-09-30,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,40
9,2020-11-04,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,45
10,2020-11-24,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
11,2020-12-29,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,53
0,2021-02-02,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,5
1,2021-03-16,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
2,2021-03-30,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,13
3,2021-06-01,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
4,2021-07-06,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,27
5,2021-08-10,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
6,2021-09-07,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,36
7,2021-11-02,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
8,2021-11-30,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
9,2021-12-28,G80505008,紫頭EDTA管(真空無菌),受容量10ml採血量9ml,支,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
