,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-10,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,2
1,2019-01-15,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,3
2,2019-01-29,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,5
3,2019-02-12,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,7
4,2019-02-27,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,9
5,2019-03-05,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,10
6,2019-03-26,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,13
7,2019-04-09,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,15
8,2019-04-16,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,16
9,2019-04-30,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,18
10,2019-05-21,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,21
11,2019-05-28,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,22
12,2019-06-04,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,23
13,2019-06-18,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,25
14,2019-07-09,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,28
15,2019-08-06,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,32
16,2019-09-03,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,0.0,36
17,2019-09-24,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,40.0,40.0,0.0,0.0,39
18,2019-09-26,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,10.0,10.0,0.0,0.0,39
19,2019-10-15,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,42
20,2019-11-05,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,45
21,2019-11-26,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,48
22,2019-12-17,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,51
23,2019-12-31,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,1
0,2020-01-21,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,4
1,2020-02-11,B05569103,口腔棉棒 棉頭2.5cm直徑0.8cm,5支/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,7
