,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
6377,DLN8,A01130509,塑膠灌食空針,9.0,1,False,2022-01-08,,
6380,DLN8,A01130509,塑膠灌食空針,3.0,2,True,2022-01-12,,
6387,DLN8,A01130509,塑膠灌食空針,7.0,3,False,2022-01-23,,
6392,DLN8,A01130509,塑膠灌食空針,5.0,4,True,2022-01-30,,
6393,DLN8,A01130509,塑膠灌食空針,1.0,5,False,2022-01-31,,
6371,DLN8,A01130509,塑膠灌食空針,0.0,6,False,2022-01-02,202201.0,T-不計價
6395,DLN8,A01130509,塑膠灌食空針,2.0,7,True,2022-02-18,,
6399,DLN8,A01130509,塑膠灌食空針,4.0,8,False,2022-02-27,,
6408,DLN8,A01130509,塑膠灌食空針,9.0,9,False,2022-03-06,,
6414,DLN8,A01130509,塑膠灌食空針,6.0,10,False,2022-03-12,,
6421,DLN8,A01130509,塑膠灌食空針,7.0,11,False,2022-03-19,,
6427,DLN8,A01130509,塑膠灌食空針,6.0,12,True,2022-03-25,,
6433,DLN8,A01130509,塑膠灌食空針,6.0,13,True,2022-04-01,,
6371,DLN8,A01130509,塑膠灌食空針,0.0,14,False,2022-01-02,202201.0,T-不計價
6434,DLN8,A01130509,塑膠灌食空針,1.0,15,False,2022-04-16,,
6371,DLN8,A01130509,塑膠灌食空針,0.0,16,False,2022-01-02,202201.0,T-不計價
6436,DLN8,A01130509,塑膠灌食空針,2.0,17,False,2022-05-01,,
6438,DLN8,A01130509,塑膠灌食空針,2.0,18,False,2022-05-08,,
6439,DLN8,A01130509,塑膠灌食空針,1.0,19,True,2022-05-12,,
6446,DLN8,A01130509,塑膠灌食空針,8.0,20,False,2022-05-22,,
6448,DLN8,A01130509,塑膠灌食空針,2.0,21,False,2022-05-28,,
6456,DLN8,A01130509,塑膠灌食空針,9.0,22,False,2022-06-04,,
6468,DLN8,A01130509,塑膠灌食空針,12.0,23,False,2022-06-12,,
6489,DLN8,A01130509,塑膠灌食空針,22.0,24,False,2022-06-19,,
6511,DLN8,A01130509,塑膠灌食空針,24.0,25,False,2022-06-26,,
6543,DLN8,A01130509,塑膠灌食空針,31.0,26,False,2022-07-03,,
6571,DLN8,A01130509,塑膠灌食空針,29.0,27,False,2022-07-10,,
6613,DLN8,A01130509,塑膠灌食空針,38.0,28,False,2022-07-17,,
6622,DLN8,A01130509,塑膠灌食空針,9.0,29,False,2022-07-24,,
6632,DLN8,A01130509,塑膠灌食空針,11.0,30,False,2022-07-31,,
6636,DLN8,A01130509,塑膠灌食空針,4.0,31,False,2022-08-07,,
6646,DLN8,A01130509,塑膠灌食空針,10.0,32,False,2022-08-14,,
6659,DLN8,A01130509,塑膠灌食空針,13.0,33,False,2022-08-21,,
6670,DLN8,A01130509,塑膠灌食空針,11.0,34,False,2022-08-28,,
6674,DLN8,A01130509,塑膠灌食空針,4.0,35,False,2022-09-04,,
6679,DLN8,A01130509,塑膠灌食空針,6.0,36,False,2022-09-11,,
6685,DLN8,A01130509,塑膠灌食空針,6.0,37,False,2022-09-18,,
6371,DLN8,A01130509,塑膠灌食空針,0.0,38,False,2022-01-02,202201.0,T-不計價
6687,DLN8,A01130509,塑膠灌食空針,2.0,39,True,2022-09-28,,
6692,DLN8,A01130509,塑膠灌食空針,5.0,40,True,2022-10-09,,
6701,DLN8,A01130509,塑膠灌食空針,9.0,41,False,2022-10-16,,
6709,DLN8,A01130509,塑膠灌食空針,8.0,42,False,2022-10-22,,
6714,DLN8,A01130509,塑膠灌食空針,5.0,43,False,2022-10-30,,
6718,DLN8,A01130509,塑膠灌食空針,4.0,44,False,2022-11-06,,
6721,DLN8,A01130509,塑膠灌食空針,3.0,45,False,2022-11-13,,
6725,DLN8,A01130509,塑膠灌食空針,4.0,46,False,2022-11-19,,
6371,DLN8,A01130509,塑膠灌食空針,0.0,47,False,2022-01-02,202201.0,T-不計價
6371,DLN8,A01130509,塑膠灌食空針,0.0,48,False,2022-01-02,202201.0,T-不計價
6371,DLN8,A01130509,塑膠灌食空針,0.0,49,False,2022-01-02,202201.0,T-不計價
6727,DLN8,A01130509,塑膠灌食空針,2.0,50,False,2022-12-17,,
6729,DLN8,A01130509,塑膠灌食空針,2.0,51,True,2022-12-22,,
6730,DLN8,A01130509,塑膠灌食空針,2.0,52,False,2022-12-31,,
