,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
164,DLN5,A04800036,靜脈輸液套，附Y加葯管,674.0,2019-01-05,1,False,3.0,3.0,2019
178,DLN5,A04800036,靜脈輸液套，附Y加葯管,1024.0,2019-01-13,2,False,5.0,2.0,2019
187,DLN5,A04800036,靜脈輸液套，附Y加葯管,780.0,2019-01-20,3,False,5.0,2.0,2019
194,DLN5,A04800036,靜脈輸液套，附Y加葯管,766.0,2019-01-24,4,True,5.0,2.0,2019
197,DLN5,A04800036,靜脈輸液套，附Y加葯管,562.0,2019-02-03,5,True,5.0,2.0,2019
212,DLN5,A04800036,靜脈輸液套，附Y加葯管,938.0,2019-02-10,6,False,0.0,7.0,2019
228,DLN5,A04800036,靜脈輸液套，附Y加葯管,1237.0,2019-02-17,7,False,5.0,2.0,2019
240,DLN5,A04800036,靜脈輸液套，附Y加葯管,1044.0,2019-02-23,8,False,5.0,2.0,2019
251,DLN5,A04800036,靜脈輸液套，附Y加葯管,970.0,2019-03-03,9,False,3.0,4.0,2019
268,DLN5,A04800036,靜脈輸液套，附Y加葯管,1002.0,2019-03-10,10,False,5.0,2.0,2019
282,DLN5,A04800036,靜脈輸液套，附Y加葯管,834.0,2019-03-17,11,False,5.0,2.0,2019
292,DLN5,A04800036,靜脈輸液套，附Y加葯管,1072.0,2019-03-23,12,False,5.0,2.0,2019
299,DLN5,A04800036,靜脈輸液套，附Y加葯管,836.0,2019-03-31,13,False,5.0,2.0,2019
304,DLN5,A04800036,靜脈輸液套，附Y加葯管,604.0,2019-04-07,14,False,3.0,4.0,2019
320,DLN5,A04800036,靜脈輸液套，附Y加葯管,1006.0,2019-04-14,15,False,5.0,2.0,2019
332,DLN5,A04800036,靜脈輸液套，附Y加葯管,931.0,2019-04-20,16,False,5.0,2.0,2019
349,DLN5,A04800036,靜脈輸液套，附Y加葯管,1083.0,2019-04-28,17,True,5.0,2.0,2019
357,DLN5,A04800036,靜脈輸液套，附Y加葯管,785.0,2019-05-03,18,False,4.0,3.0,2019
372,DLN5,A04800036,靜脈輸液套，附Y加葯管,859.0,2019-05-12,19,False,5.0,2.0,2019
395,DLN5,A04800036,靜脈輸液套，附Y加葯管,898.0,2019-05-19,20,False,5.0,2.0,2019
411,DLN5,A04800036,靜脈輸液套，附Y加葯管,778.0,2019-05-26,21,False,5.0,2.0,2019
422,DLN5,A04800036,靜脈輸液套，附Y加葯管,688.0,2019-06-02,22,False,5.0,2.0,2019
433,DLN5,A04800036,靜脈輸液套，附Y加葯管,579.0,2019-06-09,23,False,4.0,3.0,2019
444,DLN5,A04800036,靜脈輸液套，附Y加葯管,770.0,2019-06-16,24,False,5.0,2.0,2019
457,DLN5,A04800036,靜脈輸液套，附Y加葯管,744.0,2019-06-23,25,False,5.0,2.0,2019
466,DLN5,A04800036,靜脈輸液套，附Y加葯管,824.0,2019-06-28,26,True,5.0,2.0,2019
471,DLN5,A04800036,靜脈輸液套，附Y加葯管,835.0,2019-07-03,27,True,5.0,2.0,2019
480,DLN5,A04800036,靜脈輸液套，附Y加葯管,731.0,2019-07-13,28,False,5.0,2.0,2019
485,DLN5,A04800036,靜脈輸液套，附Y加葯管,778.0,2019-07-19,29,True,5.0,2.0,2019
496,DLN5,A04800036,靜脈輸液套，附Y加葯管,978.0,2019-07-28,30,False,5.0,2.0,2019
500,DLN5,A04800036,靜脈輸液套，附Y加葯管,861.0,2019-08-04,31,False,5.0,2.0,2019
517,DLN5,A04800036,靜脈輸液套，附Y加葯管,945.0,2019-08-09,32,True,5.0,2.0,2019
532,DLN5,A04800036,靜脈輸液套，附Y加葯管,1223.0,2019-08-18,33,False,5.0,2.0,2019
537,DLN5,A04800036,靜脈輸液套，附Y加葯管,619.0,2019-08-24,34,False,5.0,2.0,2019
545,DLN5,A04800036,靜脈輸液套，附Y加葯管,781.0,2019-08-31,35,False,5.0,2.0,2019
565,DLN5,A04800036,靜脈輸液套，附Y加葯管,1073.0,2019-09-08,36,False,4.0,3.0,2019
577,DLN5,A04800036,靜脈輸液套，附Y加葯管,931.0,2019-09-15,37,False,4.0,3.0,2019
594,DLN5,A04800036,靜脈輸液套，附Y加葯管,942.0,2019-09-22,38,False,5.0,2.0,2019
609,DLN5,A04800036,靜脈輸液套，附Y加葯管,775.0,2019-09-29,39,True,5.0,2.0,2019
618,DLN5,A04800036,靜脈輸液套，附Y加葯管,852.0,2019-10-05,40,False,5.0,2.0,2019
630,DLN5,A04800036,靜脈輸液套，附Y加葯管,960.0,2019-10-13,41,False,3.0,4.0,2019
641,DLN5,A04800036,靜脈輸液套，附Y加葯管,684.0,2019-10-20,42,False,5.0,2.0,2019
652,DLN5,A04800036,靜脈輸液套，附Y加葯管,929.0,2019-10-27,43,False,5.0,2.0,2019
667,DLN5,A04800036,靜脈輸液套，附Y加葯管,811.0,2019-11-03,44,False,5.0,2.0,2019
685,DLN5,A04800036,靜脈輸液套，附Y加葯管,715.0,2019-11-10,45,False,5.0,2.0,2019
698,DLN5,A04800036,靜脈輸液套，附Y加葯管,866.0,2019-11-17,46,False,5.0,2.0,2019
710,DLN5,A04800036,靜脈輸液套，附Y加葯管,1066.0,2019-11-22,47,True,5.0,2.0,2019
725,DLN5,A04800036,靜脈輸液套，附Y加葯管,1103.0,2019-12-01,48,False,5.0,2.0,2019
737,DLN5,A04800036,靜脈輸液套，附Y加葯管,957.0,2019-12-08,49,False,5.0,2.0,2019
747,DLN5,A04800036,靜脈輸液套，附Y加葯管,835.0,2019-12-15,50,False,5.0,2.0,2019
756,DLN5,A04800036,靜脈輸液套，附Y加葯管,996.0,2019-12-22,51,False,5.0,2.0,2019
765,DLN5,A04800036,靜脈輸液套，附Y加葯管,955.0,2019-12-29,52,False,5.0,2.0,2019
770,DLN5,A04800036,靜脈輸液套，附Y加葯管,465.0,2020-01-05,1,False,2.0,3.0,2020
780,DLN5,A04800036,靜脈輸液套，附Y加葯管,672.0,2020-01-12,2,False,5.0,2.0,2020
784,DLN5,A04800036,靜脈輸液套，附Y加葯管,587.0,2020-01-19,3,True,5.0,2.0,2020
786,DLN5,A04800036,靜脈輸液套，附Y加葯管,197.0,2020-01-21,4,True,3.0,4.0,2020
788,DLN5,A04800036,靜脈輸液套，附Y加葯管,168.0,2020-02-02,5,False,2.0,5.0,2020
802,DLN5,A04800036,靜脈輸液套，附Y加葯管,934.0,2020-02-08,6,False,5.0,2.0,2020
816,DLN5,A04800036,靜脈輸液套，附Y加葯管,934.0,2020-02-16,7,False,5.0,2.0,2020
828,DLN5,A04800036,靜脈輸液套，附Y加葯管,868.0,2020-02-23,8,False,5.0,2.0,2020
841,DLN5,A04800036,靜脈輸液套，附Y加葯管,736.0,2020-02-29,9,False,4.0,3.0,2020
850,DLN5,A04800036,靜脈輸液套，附Y加葯管,913.0,2020-03-08,10,False,5.0,2.0,2020
872,DLN5,A04800036,靜脈輸液套，附Y加葯管,1085.0,2020-03-15,11,False,5.0,2.0,2020
893,DLN5,A04800036,靜脈輸液套，附Y加葯管,1141.0,2020-03-21,12,False,5.0,2.0,2020
918,DLN5,A04800036,靜脈輸液套，附Y加葯管,1677.0,2020-03-29,13,False,5.0,2.0,2020
934,DLN5,A04800036,靜脈輸液套，附Y加葯管,1692.0,2020-04-05,14,False,3.0,4.0,2020
962,DLN5,A04800036,靜脈輸液套，附Y加葯管,1725.0,2020-04-12,15,False,5.0,2.0,2020
983,DLN5,A04800036,靜脈輸液套，附Y加葯管,1587.0,2020-04-19,16,False,5.0,2.0,2020
1004,DLN5,A04800036,靜脈輸液套，附Y加葯管,1502.0,2020-04-26,17,True,5.0,2.0,2020
1023,DLN5,A04800036,靜脈輸液套，附Y加葯管,1349.0,2020-05-03,18,False,4.0,3.0,2020
1039,DLN5,A04800036,靜脈輸液套，附Y加葯管,1228.0,2020-05-10,19,False,5.0,2.0,2020
1053,DLN5,A04800036,靜脈輸液套，附Y加葯管,1256.0,2020-05-17,20,False,5.0,2.0,2020
1062,DLN5,A04800036,靜脈輸液套，附Y加葯管,868.0,2020-05-23,21,False,5.0,2.0,2020
1078,DLN5,A04800036,靜脈輸液套，附Y加葯管,994.0,2020-05-31,22,False,5.0,2.0,2020
1087,DLN5,A04800036,靜脈輸液套，附Y加葯管,898.0,2020-06-06,23,False,5.0,2.0,2020
1099,DLN5,A04800036,靜脈輸液套，附Y加葯管,1255.0,2020-06-14,24,False,5.0,2.0,2020
1114,DLN5,A04800036,靜脈輸液套，附Y加葯管,1322.0,2020-06-20,25,False,5.0,2.0,2020
1131,DLN5,A04800036,靜脈輸液套，附Y加葯管,1130.0,2020-06-28,26,True,3.0,4.0,2020
1146,DLN5,A04800036,靜脈輸液套，附Y加葯管,1253.0,2020-07-04,27,False,5.0,2.0,2020
1159,DLN5,A04800036,靜脈輸液套，附Y加葯管,1254.0,2020-07-12,28,False,5.0,2.0,2020
1165,DLN5,A04800036,靜脈輸液套，附Y加葯管,862.0,2020-07-18,29,False,5.0,2.0,2020
1181,DLN5,A04800036,靜脈輸液套，附Y加葯管,1095.0,2020-07-26,30,False,5.0,2.0,2020
1192,DLN5,A04800036,靜脈輸液套，附Y加葯管,933.0,2020-08-02,31,False,5.0,2.0,2020
1208,DLN5,A04800036,靜脈輸液套，附Y加葯管,1170.0,2020-08-09,32,False,5.0,2.0,2020
1234,DLN5,A04800036,靜脈輸液套，附Y加葯管,1272.0,2020-08-16,33,False,5.0,2.0,2020
