,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
186,DLN5,A02120180,塑膠注射針頭,450.0,2019-01-06,1,False,3.0,3.0,2019
214,DLN5,A02120180,塑膠注射針頭,623.0,2019-01-13,2,False,5.0,2.0,2019
233,DLN5,A02120180,塑膠注射針頭,494.0,2019-01-20,3,False,5.0,2.0,2019
256,DLN5,A02120180,塑膠注射針頭,498.0,2019-01-27,4,False,5.0,2.0,2019
277,DLN5,A02120180,塑膠注射針頭,371.0,2019-02-03,5,True,5.0,2.0,2019
329,DLN5,A02120180,塑膠注射針頭,561.0,2019-02-10,6,False,0.0,7.0,2019
369,DLN5,A02120180,塑膠注射針頭,740.0,2019-02-17,7,False,5.0,2.0,2019
404,DLN5,A02120180,塑膠注射針頭,624.0,2019-02-24,8,False,5.0,2.0,2019
431,DLN5,A02120180,塑膠注射針頭,543.0,2019-03-03,9,False,3.0,4.0,2019
451,DLN5,A02120180,塑膠注射針頭,579.0,2019-03-10,10,False,5.0,2.0,2019
459,DLN5,A02120180,塑膠注射針頭,554.0,2019-03-16,11,False,5.0,2.0,2019
494,DLN5,A02120180,塑膠注射針頭,707.0,2019-03-24,12,False,5.0,2.0,2019
522,DLN5,A02120180,塑膠注射針頭,519.0,2019-03-31,13,False,5.0,2.0,2019
543,DLN5,A02120180,塑膠注射針頭,349.0,2019-04-07,14,False,3.0,4.0,2019
581,DLN5,A02120180,塑膠注射針頭,659.0,2019-04-14,15,False,5.0,2.0,2019
599,DLN5,A02120180,塑膠注射針頭,552.0,2019-04-21,16,False,5.0,2.0,2019
628,DLN5,A02120180,塑膠注射針頭,721.0,2019-04-28,17,True,5.0,2.0,2019
640,DLN5,A02120180,塑膠注射針頭,497.0,2019-05-03,18,False,4.0,3.0,2019
657,DLN5,A02120180,塑膠注射針頭,539.0,2019-05-12,19,False,5.0,2.0,2019
685,DLN5,A02120180,塑膠注射針頭,573.0,2019-05-19,20,False,5.0,2.0,2019
713,DLN5,A02120180,塑膠注射針頭,568.0,2019-05-26,21,False,5.0,2.0,2019
734,DLN5,A02120180,塑膠注射針頭,435.0,2019-06-02,22,False,5.0,2.0,2019
756,DLN5,A02120180,塑膠注射針頭,379.0,2019-06-09,23,False,4.0,3.0,2019
