,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
166,DLN5,A03295054,安全式注射筆專用針,524.0,2019-01-06,1,False,3.0,3.0,2019
188,DLN5,A03295054,安全式注射筆專用針,767.0,2019-01-13,2,False,5.0,2.0,2019
196,DLN5,A03295054,安全式注射筆專用針,566.0,2019-01-20,3,False,5.0,2.0,2019
207,DLN5,A03295054,安全式注射筆專用針,590.0,2019-01-27,4,False,5.0,2.0,2019
218,DLN5,A03295054,安全式注射筆專用針,424.0,2019-02-03,5,True,5.0,2.0,2019
237,DLN5,A03295054,安全式注射筆專用針,656.0,2019-02-10,6,False,0.0,7.0,2019
255,DLN5,A03295054,安全式注射筆專用針,905.0,2019-02-17,7,False,5.0,2.0,2019
270,DLN5,A03295054,安全式注射筆專用針,768.0,2019-02-24,8,False,5.0,2.0,2019
284,DLN5,A03295054,安全式注射筆專用針,659.0,2019-03-03,9,False,3.0,4.0,2019
304,DLN5,A03295054,安全式注射筆專用針,706.0,2019-03-10,10,False,5.0,2.0,2019
312,DLN5,A03295054,安全式注射筆專用針,655.0,2019-03-17,11,False,5.0,2.0,2019
324,DLN5,A03295054,安全式注射筆專用針,851.0,2019-03-24,12,False,5.0,2.0,2019
338,DLN5,A03295054,安全式注射筆專用針,617.0,2019-03-31,13,False,5.0,2.0,2019
345,DLN5,A03295054,安全式注射筆專用針,430.0,2019-04-04,14,True,3.0,4.0,2019
352,DLN5,A03295054,安全式注射筆專用針,772.0,2019-04-14,15,False,5.0,2.0,2019
360,DLN5,A03295054,安全式注射筆專用針,672.0,2019-04-18,16,True,5.0,2.0,2019
361,DLN5,A03295054,安全式注射筆專用針,835.0,2019-04-28,17,True,5.0,2.0,2019
362,DLN5,A03295054,安全式注射筆專用針,594.0,2019-04-30,18,True,4.0,3.0,2019
364,DLN5,A03295054,安全式注射筆專用針,651.0,2019-05-12,19,False,5.0,2.0,2019
375,DLN5,A03295054,安全式注射筆專用針,683.0,2019-05-19,20,False,5.0,2.0,2019
376,DLN5,A03295054,安全式注射筆專用針,654.0,2019-05-20,21,True,5.0,2.0,2019
378,DLN5,A03295054,安全式注射筆專用針,513.0,2019-06-01,22,False,5.0,2.0,2019
22,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,442.0,2019-06-09,23,False,4.0,3.0,2019
391,DLN5,A03295054,安全式注射筆專用針,598.0,2019-06-16,24,False,5.0,2.0,2019
