,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
171,DLN5,A00421190,胰島素安全注射筒附針-30G,397.0,2019-01-06,1,False,3.0,3.0,2019
185,DLN5,A00421190,胰島素安全注射筒附針-30G,579.0,2019-01-13,2,False,5.0,2.0,2019
195,DLN5,A00421190,胰島素安全注射筒附針-30G,465.0,2019-01-20,3,False,5.0,2.0,2019
200,DLN5,A00421190,胰島素安全注射筒附針-30G,475.0,2019-01-26,4,False,5.0,2.0,2019
206,DLN5,A00421190,胰島素安全注射筒附針-30G,339.0,2019-02-03,5,True,5.0,2.0,2019
226,DLN5,A00421190,胰島素安全注射筒附針-30G,472.0,2019-02-10,6,False,0.0,7.0,2019
233,DLN5,A00421190,胰島素安全注射筒附針-30G,682.0,2019-02-15,7,True,5.0,2.0,2019
242,DLN5,A00421190,胰島素安全注射筒附針-30G,572.0,2019-02-24,8,False,5.0,2.0,2019
245,DLN5,A00421190,胰島素安全注射筒附針-30G,501.0,2019-03-03,9,False,3.0,4.0,2019
258,DLN5,A00421190,胰島素安全注射筒附針-30G,546.0,2019-03-10,10,False,5.0,2.0,2019
263,DLN5,A00421190,胰島素安全注射筒附針-30G,546.0,2019-03-14,11,True,5.0,2.0,2019
267,DLN5,A00421190,胰島素安全注射筒附針-30G,654.0,2019-03-23,12,False,5.0,2.0,2019
275,DLN5,A00421190,胰島素安全注射筒附針-30G,474.0,2019-03-31,13,False,5.0,2.0,2019
284,DLN5,A00421190,胰島素安全注射筒附針-30G,316.0,2019-04-07,14,False,3.0,4.0,2019
294,DLN5,A00421190,胰島素安全注射筒附針-30G,606.0,2019-04-14,15,False,5.0,2.0,2019
301,DLN5,A00421190,胰島素安全注射筒附針-30G,524.0,2019-04-21,16,False,5.0,2.0,2019
308,DLN5,A00421190,胰島素安全注射筒附針-30G,681.0,2019-04-28,17,True,5.0,2.0,2019
17,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),480.0,2019-05-05,18,True,4.0,3.0,2019
313,DLN5,A00421190,胰島素安全注射筒附針-30G,509.0,2019-05-12,19,False,5.0,2.0,2019
319,DLN5,A00421190,胰島素安全注射筒附針-30G,533.0,2019-05-19,20,False,5.0,2.0,2019
320,DLN5,A00421190,胰島素安全注射筒附針-30G,521.0,2019-05-20,21,True,5.0,2.0,2019
330,DLN5,A00421190,胰島素安全注射筒附針-30G,398.0,2019-06-02,22,False,5.0,2.0,2019
334,DLN5,A00421190,胰島素安全注射筒附針-30G,350.0,2019-06-09,23,False,4.0,3.0,2019
335,DLN5,A00421190,胰島素安全注射筒附針-30G,464.0,2019-06-12,24,True,5.0,2.0,2019
336,DLN5,A00421190,胰島素安全注射筒附針-30G,455.0,2019-06-20,25,True,5.0,2.0,2019
341,DLN5,A00421190,胰島素安全注射筒附針-30G,506.0,2019-06-30,26,False,5.0,2.0,2019
344,DLN5,A00421190,胰島素安全注射筒附針-30G,533.0,2019-07-05,27,True,5.0,2.0,2019
346,DLN5,A00421190,胰島素安全注射筒附針-30G,508.0,2019-07-14,28,False,5.0,2.0,2019
353,DLN5,A00421190,胰島素安全注射筒附針-30G,483.0,2019-07-21,29,False,5.0,2.0,2019
365,DLN5,A00421190,胰島素安全注射筒附針-30G,580.0,2019-07-28,30,False,5.0,2.0,2019
376,DLN5,A00421190,胰島素安全注射筒附針-30G,493.0,2019-08-04,31,False,5.0,2.0,2019
381,DLN5,A00421190,胰島素安全注射筒附針-30G,575.0,2019-08-11,32,False,5.0,2.0,2019
391,DLN5,A00421190,胰島素安全注射筒附針-30G,750.0,2019-08-18,33,False,5.0,2.0,2019
392,DLN5,A00421190,胰島素安全注射筒附針-30G,361.0,2019-08-19,34,True,5.0,2.0,2019
396,DLN5,A00421190,胰島素安全注射筒附針-30G,467.0,2019-08-30,35,True,5.0,2.0,2019
399,DLN5,A00421190,胰島素安全注射筒附針-30G,698.0,2019-09-06,36,True,4.0,3.0,2019
412,DLN5,A00421190,胰島素安全注射筒附針-30G,578.0,2019-09-15,37,False,4.0,3.0,2019
417,DLN5,A00421190,胰島素安全注射筒附針-30G,508.0,2019-09-22,38,False,5.0,2.0,2019
418,DLN5,A00421190,胰島素安全注射筒附針-30G,429.0,2019-09-23,39,True,5.0,2.0,2019
426,DLN5,A00421190,胰島素安全注射筒附針-30G,493.0,2019-10-06,40,False,5.0,2.0,2019
433,DLN5,A00421190,胰島素安全注射筒附針-30G,571.0,2019-10-13,41,False,3.0,4.0,2019
435,DLN5,A00421190,胰島素安全注射筒附針-30G,411.0,2019-10-15,42,True,5.0,2.0,2019
438,DLN5,A00421190,胰島素安全注射筒附針-30G,634.0,2019-10-27,43,False,5.0,2.0,2019
442,DLN5,A00421190,胰島素安全注射筒附針-30G,493.0,2019-11-01,44,True,5.0,2.0,2019
447,DLN5,A00421190,胰島素安全注射筒附針-30G,388.0,2019-11-10,45,False,5.0,2.0,2019
452,DLN5,A00421190,胰島素安全注射筒附針-30G,543.0,2019-11-17,46,False,5.0,2.0,2019
