,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
189,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),359.0,2019-01-06,1,False,3.0,3.0,2019
225,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),545.0,2019-01-13,2,False,5.0,2.0,2019
251,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),441.0,2019-01-20,3,False,5.0,2.0,2019
279,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),464.0,2019-01-27,4,False,5.0,2.0,2019
307,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),330.0,2019-02-03,5,True,5.0,2.0,2019
369,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),427.0,2019-02-10,6,False,0.0,7.0,2019
429,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),648.0,2019-02-17,7,False,5.0,2.0,2019
483,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),563.0,2019-02-24,8,False,5.0,2.0,2019
510,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),495.0,2019-03-03,9,False,3.0,4.0,2019
535,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),517.0,2019-03-10,10,False,5.0,2.0,2019
556,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),537.0,2019-03-17,11,False,5.0,2.0,2019
591,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),648.0,2019-03-24,12,False,5.0,2.0,2019
619,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),464.0,2019-03-31,13,False,5.0,2.0,2019
642,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),305.0,2019-04-07,14,False,3.0,4.0,2019
680,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),587.0,2019-04-14,15,False,5.0,2.0,2019
706,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),515.0,2019-04-21,16,False,5.0,2.0,2019
741,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),667.0,2019-04-28,17,True,5.0,2.0,2019
764,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),480.0,2019-05-05,18,True,4.0,3.0,2019
