,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
175,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,473.0,2019-01-06,1,False,3.0,3.0,2019
216,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,686.0,2019-01-12,2,False,5.0,2.0,2019
263,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,548.0,2019-01-20,3,False,5.0,2.0,2019
302,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,548.0,2019-01-27,4,False,5.0,2.0,2019
323,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,394.0,2019-02-03,5,True,5.0,2.0,2019
349,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,600.0,2019-02-10,6,False,0.0,7.0,2019
392,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,800.0,2019-02-17,7,False,5.0,2.0,2019
437,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,693.0,2019-02-24,8,False,5.0,2.0,2019
478,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,596.0,2019-03-03,9,False,3.0,4.0,2019
519,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,638.0,2019-03-10,10,False,5.0,2.0,2019
561,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,607.0,2019-03-17,11,False,5.0,2.0,2019
616,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,783.0,2019-03-24,12,False,5.0,2.0,2019
645,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,558.0,2019-03-30,13,False,5.0,2.0,2019
666,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,380.0,2019-04-07,14,False,3.0,4.0,2019
715,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,719.0,2019-04-14,15,False,5.0,2.0,2019
767,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,615.0,2019-04-21,16,False,5.0,2.0,2019
812,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,776.0,2019-04-28,17,True,5.0,2.0,2019
855,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,547.0,2019-05-05,18,True,4.0,3.0,2019
903,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,600.0,2019-05-12,19,False,5.0,2.0,2019
947,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,628.0,2019-05-19,20,False,5.0,2.0,2019
990,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,620.0,2019-05-26,21,False,5.0,2.0,2019
1017,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,473.0,2019-06-02,22,False,5.0,2.0,2019
1052,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,426.0,2019-06-09,23,False,4.0,3.0,2019
1093,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,555.0,2019-06-16,24,False,5.0,2.0,2019
1135,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,536.0,2019-06-23,25,False,5.0,2.0,2019
1167,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,587.0,2019-06-30,26,False,5.0,2.0,2019
1214,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,613.0,2019-07-07,27,False,5.0,2.0,2019
1258,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,593.0,2019-07-14,28,False,5.0,2.0,2019
1301,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,572.0,2019-07-21,29,False,5.0,2.0,2019
1340,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,673.0,2019-07-28,30,False,5.0,2.0,2019
1377,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,586.0,2019-08-04,31,False,5.0,2.0,2019
1418,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,686.0,2019-08-11,32,False,5.0,2.0,2019
1455,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,891.0,2019-08-17,33,False,5.0,2.0,2019
1480,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,451.0,2019-08-25,34,False,5.0,2.0,2019
1514,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,526.0,2019-09-01,35,False,5.0,2.0,2019
1558,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,783.0,2019-09-08,36,False,4.0,3.0,2019
1589,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,654.0,2019-09-15,37,False,4.0,3.0,2019
1623,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,585.0,2019-09-22,38,False,5.0,2.0,2019
1663,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,523.0,2019-09-29,39,True,5.0,2.0,2019
1700,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,592.0,2019-10-06,40,False,5.0,2.0,2019
1734,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,659.0,2019-10-13,41,False,3.0,4.0,2019
1776,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,506.0,2019-10-20,42,False,5.0,2.0,2019
1816,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,752.0,2019-10-27,43,False,5.0,2.0,2019
1846,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,561.0,2019-11-03,44,False,5.0,2.0,2019
1877,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,461.0,2019-11-10,45,False,5.0,2.0,2019
1908,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,618.0,2019-11-17,46,False,5.0,2.0,2019
1950,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,748.0,2019-11-24,47,False,5.0,2.0,2019
1983,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,755.0,2019-12-01,48,False,5.0,2.0,2019
2020,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,668.0,2019-12-08,49,False,5.0,2.0,2019
2056,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,577.0,2019-12-15,50,False,5.0,2.0,2019
2098,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,685.0,2019-12-22,51,False,5.0,2.0,2019
2136,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,675.0,2019-12-29,52,False,5.0,2.0,2019
2156,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,335.0,2020-01-05,1,False,2.0,3.0,2020
2176,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,490.0,2020-01-12,2,False,5.0,2.0,2020
2207,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,467.0,2020-01-18,3,False,5.0,2.0,2020
2213,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,147.0,2020-01-21,4,True,3.0,4.0,2020
2222,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,142.0,2020-02-02,5,False,2.0,5.0,2020
2265,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,671.0,2020-02-09,6,False,5.0,2.0,2020
2307,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,615.0,2020-02-16,7,False,5.0,2.0,2020
2355,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,630.0,2020-02-23,8,False,5.0,2.0,2020
