,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
204,DLN5,A04411285,全拋式採血器,662.0,2019-01-06,1,False,3.0,3.0,2019
277,DLN5,A04411285,全拋式採血器,989.0,2019-01-13,2,False,5.0,2.0,2019
352,DLN5,A04411285,全拋式採血器,770.0,2019-01-20,3,False,5.0,2.0,2019
408,DLN5,A04411285,全拋式採血器,759.0,2019-01-27,4,False,5.0,2.0,2019
453,DLN5,A04411285,全拋式採血器,559.0,2019-02-03,5,True,5.0,2.0,2019
524,DLN5,A04411285,全拋式採血器,920.0,2019-02-10,6,False,0.0,7.0,2019
615,DLN5,A04411285,全拋式採血器,1188.0,2019-02-17,7,False,5.0,2.0,2019
711,DLN5,A04411285,全拋式採血器,1029.0,2019-02-24,8,False,5.0,2.0,2019
813,DLN5,A04411285,全拋式採血器,959.0,2019-03-03,9,False,3.0,4.0,2019
891,DLN5,A04411285,全拋式採血器,955.0,2019-03-10,10,False,5.0,2.0,2019
940,DLN5,A04411285,全拋式採血器,800.0,2019-03-17,11,False,5.0,2.0,2019
1004,DLN5,A04411285,全拋式採血器,1061.0,2019-03-24,12,False,5.0,2.0,2019
1080,DLN5,A04411285,全拋式採血器,828.0,2019-03-31,13,False,5.0,2.0,2019
1139,DLN5,A04411285,全拋式採血器,599.0,2019-04-07,14,False,3.0,4.0,2019
1217,DLN5,A04411285,全拋式採血器,987.0,2019-04-14,15,False,5.0,2.0,2019
1313,DLN5,A04411285,全拋式採血器,916.0,2019-04-21,16,False,5.0,2.0,2019
1393,DLN5,A04411285,全拋式採血器,1065.0,2019-04-28,17,True,5.0,2.0,2019
1460,DLN5,A04411285,全拋式採血器,776.0,2019-05-05,18,True,4.0,3.0,2019
1521,DLN5,A04411285,全拋式採血器,817.0,2019-05-12,19,False,5.0,2.0,2019
1583,DLN5,A04411285,全拋式採血器,841.0,2019-05-19,20,False,5.0,2.0,2019
1614,DLN5,A04411285,全拋式採血器,756.0,2019-05-26,21,False,5.0,2.0,2019
1673,DLN5,A04411285,全拋式採血器,667.0,2019-06-02,22,False,5.0,2.0,2019
1711,DLN5,A04411285,全拋式採血器,568.0,2019-06-09,23,False,4.0,3.0,2019
1775,DLN5,A04411285,全拋式採血器,759.0,2019-06-16,24,False,5.0,2.0,2019
1821,DLN5,A04411285,全拋式採血器,718.0,2019-06-23,25,False,5.0,2.0,2019
1886,DLN5,A04411285,全拋式採血器,814.0,2019-06-30,26,False,5.0,2.0,2019
1934,DLN5,A04411285,全拋式採血器,830.0,2019-07-07,27,False,5.0,2.0,2019
1965,DLN5,A04411285,全拋式採血器,718.0,2019-07-14,28,False,5.0,2.0,2019
2020,DLN5,A04411285,全拋式採血器,773.0,2019-07-21,29,False,5.0,2.0,2019
2097,DLN5,A04411285,全拋式採血器,964.0,2019-07-28,30,False,5.0,2.0,2019
2170,DLN5,A04411285,全拋式採血器,856.0,2019-08-04,31,False,5.0,2.0,2019
2239,DLN5,A04411285,全拋式採血器,923.0,2019-08-11,32,False,5.0,2.0,2019
2328,DLN5,A04411285,全拋式採血器,1200.0,2019-08-18,33,False,5.0,2.0,2019
2387,DLN5,A04411285,全拋式採血器,614.0,2019-08-25,34,False,5.0,2.0,2019
2450,DLN5,A04411285,全拋式採血器,771.0,2019-09-01,35,False,5.0,2.0,2019
2538,DLN5,A04411285,全拋式採血器,1051.0,2019-09-08,36,False,4.0,3.0,2019
2612,DLN5,A04411285,全拋式採血器,915.0,2019-09-15,37,False,4.0,3.0,2019
2700,DLN5,A04411285,全拋式採血器,919.0,2019-09-22,38,False,5.0,2.0,2019
2772,DLN5,A04411285,全拋式採血器,735.0,2019-09-29,39,True,5.0,2.0,2019
2833,DLN5,A04411285,全拋式採血器,843.0,2019-10-06,40,False,5.0,2.0,2019
2907,DLN5,A04411285,全拋式採血器,939.0,2019-10-13,41,False,3.0,4.0,2019
2957,DLN5,A04411285,全拋式採血器,672.0,2019-10-20,42,False,5.0,2.0,2019
3002,DLN5,A04411285,全拋式採血器,915.0,2019-10-27,43,False,5.0,2.0,2019
3057,DLN5,A04411285,全拋式採血器,792.0,2019-11-03,44,False,5.0,2.0,2019
3118,DLN5,A04411285,全拋式採血器,692.0,2019-11-10,45,False,5.0,2.0,2019
3192,DLN5,A04411285,全拋式採血器,853.0,2019-11-17,46,False,5.0,2.0,2019
3271,DLN5,A04411285,全拋式採血器,1053.0,2019-11-24,47,False,5.0,2.0,2019
3365,DLN5,A04411285,全拋式採血器,1084.0,2019-12-01,48,False,5.0,2.0,2019
3448,DLN5,A04411285,全拋式採血器,940.0,2019-12-08,49,False,5.0,2.0,2019
3524,DLN5,A04411285,全拋式採血器,818.0,2019-12-15,50,False,5.0,2.0,2019
3613,DLN5,A04411285,全拋式採血器,987.0,2019-12-22,51,False,5.0,2.0,2019
3675,DLN5,A04411285,全拋式採血器,915.0,2019-12-29,52,False,5.0,2.0,2019
3719,DLN5,A04411285,全拋式採血器,459.0,2020-01-05,1,False,2.0,3.0,2020
3770,DLN5,A04411285,全拋式採血器,656.0,2020-01-12,2,False,5.0,2.0,2020
3799,DLN5,A04411285,全拋式採血器,583.0,2020-01-19,3,True,5.0,2.0,2020
3814,DLN5,A04411285,全拋式採血器,194.0,2020-01-23,4,True,3.0,4.0,2020
3818,DLN5,A04411285,全拋式採血器,166.0,2020-02-02,5,False,2.0,5.0,2020
3864,DLN5,A04411285,全拋式採血器,916.0,2020-02-09,6,False,5.0,2.0,2020
3945,DLN5,A04411285,全拋式採血器,919.0,2020-02-16,7,False,5.0,2.0,2020
4003,DLN5,A04411285,全拋式採血器,852.0,2020-02-23,8,False,5.0,2.0,2020
4059,DLN5,A04411285,全拋式採血器,719.0,2020-03-01,9,False,4.0,3.0,2020
