,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
178,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,511.0,2019-01-06,1,False,3.0,3.0,2019
210,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,738.0,2019-01-13,2,False,5.0,2.0,2019
217,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,558.0,2019-01-20,3,False,5.0,2.0,2019
236,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,577.0,2019-01-27,4,False,5.0,2.0,2019
245,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,405.0,2019-02-03,5,True,5.0,2.0,2019
266,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,627.0,2019-02-10,6,False,0.0,7.0,2019
304,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,861.0,2019-02-17,7,False,5.0,2.0,2019
326,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,738.0,2019-02-24,8,False,5.0,2.0,2019
340,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,624.0,2019-03-03,9,False,3.0,4.0,2019
369,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,676.0,2019-03-10,10,False,5.0,2.0,2019
393,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,642.0,2019-03-17,11,False,5.0,2.0,2019
421,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,832.0,2019-03-24,12,False,5.0,2.0,2019
444,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,592.0,2019-03-31,13,False,5.0,2.0,2019
466,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,419.0,2019-04-07,14,False,3.0,4.0,2019
487,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,763.0,2019-04-14,15,False,5.0,2.0,2019
508,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,659.0,2019-04-21,16,False,5.0,2.0,2019
539,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,834.0,2019-04-28,17,True,5.0,2.0,2019
