,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),內部秏損量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-14,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,3,,,,,,,,,,,,
1,2019-01-21,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,4,,,,,,,,,,,,
2,2019-03-04,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,10,,,,,,,,,,,,
3,2019-04-08,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,15,,,,,,,,,,,,
4,2019-04-22,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,17,,,,,,,,,,,,
5,2019-04-27,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,-2000.0,-2000.0,0.0,17,,,,,,,,,,,,
6,2019-05-13,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,20,,,,,,,,,,,,
7,2019-05-27,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,22,,,,,,,,,,,,
8,2019-06-03,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,23,,,,,,,,,,,,
9,2019-06-10,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,24,,,,,,,,,,,,
10,2019-07-01,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,27,,,,,,,,,,,,
11,2019-07-04,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,400.0,400.0,0.0,27,,,,,,,,,,,,
12,2019-07-22,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,30,,,,,,,,,,,,
13,2019-08-05,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,32,,,,,,,,,,,,
14,2019-08-19,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,800.0,800.0,0.0,34,,,,,,,,,,,,
15,2019-09-02,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,36,,,,,,,,,,,,
16,2019-10-21,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,43,,,,,,,,,,,,
17,2019-10-28,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,200.0,0.0,0.0,200.0,200.0,0.0,44,,,,,,,,,,,,
