,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),內部秏損量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2020-04-20,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,17,,,,,,,,,,,,
1,2020-04-27,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,18,,,,,,,,,,,,
2,2020-05-04,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,19,,,,,,,,,,,,
3,2020-05-11,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,20,,,,,,,,,,,,
4,2020-05-18,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,21,,,,,,,,,,,,
5,2020-05-25,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,22,,,,,,,,,,,,
6,2020-06-08,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,13.0,13.0,0.0,24,,,,,,,,,,,,
7,2020-06-15,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,25,,,,,,,,,,,,
8,2020-07-06,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,28,,,,,,,,,,,,
9,2020-07-20,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,30,,,,,,,,,,,,
10,2020-07-27,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,31,,,,,,,,,,,,
11,2020-08-03,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,32,,,,,,,,,,,,
12,2020-08-10,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,33,,,,,,,,,,,,
13,2020-08-17,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,34,,,,,,,,,,,,
14,2020-08-24,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,35,,,,,,,,,,,,
15,2020-08-31,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,36,,,,,,,,,,,,
16,2020-09-04,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,13.0,13.0,0.0,36,,,,,,,,,,,,
17,2020-09-14,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,38,,,,,,,,,,,,
18,2020-09-21,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,39,,,,,,,,,,,,
19,2020-09-28,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,40,,,,,,,,,,,,
20,2020-10-05,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,41,,,,,,,,,,,,
21,2020-10-12,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,42,,,,,,,,,,,,
22,2020-10-19,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,43,,,,,,,,,,,,
23,2020-10-26,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,44,,,,,,,,,,,,
24,2020-11-02,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,45,,,,,,,,,,,,
25,2020-11-09,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,46,,,,,,,,,,,,
26,2020-11-16,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,47,,,,,,,,,,,,
27,2020-11-23,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,48,,,,,,,,,,,,
28,2020-12-14,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,51,,,,,,,,,,,,
29,2020-12-21,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,52,,,,,,,,,,,,
30,2020-12-23,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,10.0,10.0,0.0,52,,,,,,,,,,,,
31,2020-12-28,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,53,,,,,,,,,,,,
0,2021-01-04,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,3.0,3.0,0.0,1,,,,,,,,,,,,
1,2021-01-11,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,3.0,3.0,0.0,2,,,,,,,,,,,,
2,2021-01-18,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,3.0,3.0,0.0,3,,,,,,,,,,,,
3,2021-01-25,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,3.0,3.0,0.0,4,,,,,,,,,,,,
4,2021-01-28,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,4,,,,,,,,,,,,
5,2021-02-01,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-02-08,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-02-10,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-03-15,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,11,,,,,,,,,,,,
9,2021-03-22,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,12,,,,,,,,,,,,
10,2021-04-20,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,16,,,,,,,,,,,,
11,2021-04-26,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,17,,,,,,,,,,,,
12,2021-05-24,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,21,,,,,,,,,,,,
13,2021-06-07,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2021-07-05,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,27,,,,,,,,,,,,
15,2021-07-19,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,29,,,,,,,,,,,,
16,2021-07-29,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,30,,,,,,,,,,,,
17,2021-08-09,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2021-08-30,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2021-09-13,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2021-09-27,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2021-10-12,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2021-10-26,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2021-11-22,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,47,,,,,,,,,,,,
24,2021-12-13,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2021-12-22,B13500558,無粉乳膠手套,100支/盒﹑10盒/箱,盒,T,10.0,0.0,0.0,10.0,10.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
