,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),內部秏損量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-07,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,2,,,,,,,,,,,,
1,2019-01-21,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,4,,,,,,,,,,,,
2,2019-02-11,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,7,,,,,,,,,,,,
3,2019-02-18,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,8,,,,,,,,,,,,
4,2019-02-25,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,9,,,,,,,,,,,,
5,2019-03-04,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,10,,,,,,,,,,,,
6,2019-03-25,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,13,,,,,,,,,,,,
7,2019-04-08,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,15,,,,,,,,,,,,
8,2019-04-22,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,17,,,,,,,,,,,,
9,2019-04-29,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,18,,,,,,,,,,,,
10,2019-05-20,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,21,,,,,,,,,,,,
11,2019-05-27,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,22,,,,,,,,,,,,
12,2019-06-10,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,24,,,,,,,,,,,,
13,2019-06-17,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,25,,,,,,,,,,,,
14,2019-07-01,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,27,,,,,,,,,,,,
15,2019-07-02,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,27,,,,,,,,,,,,
16,2019-07-08,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,10.0,10.0,0.0,28,,,,,,,,,,,,
17,2019-07-22,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,30,,,,,,,,,,,,
18,2019-07-29,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,31,,,,,,,,,,,,
19,2019-08-05,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,32,,,,,,,,,,,,
20,2019-08-12,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,33,,,,,,,,,,,,
21,2019-09-02,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,36,,,,,,,,,,,,
22,2019-09-09,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,37,,,,,,,,,,,,
23,2019-09-23,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,39,,,,,,,,,,,,
24,2019-09-24,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,39,,,,,,,,,,,,
25,2019-09-30,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,40,,,,,,,,,,,,
26,2019-10-08,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,41,,,,,,,,,,,,
27,2019-10-21,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,43,,,,,,,,,,,,
28,2019-11-04,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,45,,,,,,,,,,,,
29,2019-11-11,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,46,,,,,,,,,,,,
30,2019-11-25,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,48,,,,,,,,,,,,
31,2019-12-02,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,49,,,,,,,,,,,,
32,2019-12-09,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,13.0,13.0,0.0,50,,,,,,,,,,,,
33,2019-12-16,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,51,,,,,,,,,,,,
34,2019-12-23,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,52,,,,,,,,,,,,
0,2020-01-06,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,2,,,,,,,,,,,,
1,2020-01-13,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,3,,,,,,,,,,,,
2,2020-01-20,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,4,,,,,,,,,,,,
3,2020-02-03,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,6,,,,,,,,,,,,
4,2020-02-10,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,7,,,,,,,,,,,,
