,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,2
1,2019-01-15,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,3
2,2019-02-12,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,7
3,2019-02-19,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,8
4,2019-02-27,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,9
5,2019-03-12,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,11
6,2019-03-19,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,12
7,2019-04-09,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,15
8,2019-04-30,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,18
0,2020-01-07,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,2
1,2020-04-07,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,15
2,2020-07-08,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,28
0,2021-02-09,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,6
1,2021-07-13,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,,28
