,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,3.0,3.0,0.0,,2
1,2019-02-19,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,8
2,2019-03-12,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,11
3,2019-04-02,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,14
4,2019-05-07,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,19
5,2019-05-14,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,20
6,2019-05-21,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,21
7,2019-05-28,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,22
8,2019-06-04,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,23
9,2019-06-11,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,3.0,3.0,0.0,,24
10,2019-06-18,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,3.0,3.0,0.0,,25
11,2019-06-25,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,26
12,2019-07-02,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,27
13,2019-07-16,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,29
14,2019-07-23,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,30
15,2019-08-06,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,3.0,3.0,0.0,,32
16,2019-08-13,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,33
17,2019-08-20,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,34
18,2019-10-09,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,41
19,2019-10-22,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,43
20,2019-10-29,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,44
21,2019-11-05,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,45
22,2019-12-10,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,50
23,2019-12-17,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,51
0,2020-02-25,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,9
1,2020-03-17,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,12
2,2020-03-31,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,14
3,2020-04-28,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,18
4,2020-05-05,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,19
5,2020-05-12,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,2.0,2.0,0.0,,20
6,2020-05-26,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,1.0,1.0,0.0,,22
7,2020-06-02,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,5.0,5.0,0.0,,23
8,2020-06-09,G81100016,厭氧攜送培養基,20支/包 100支/盒,支,T,3.0,0.0,0.0,3.0,3.0,0.0,,24
