,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,2
1,2019-01-15,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,3
2,2019-01-22,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,4
3,2019-01-29,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,5
4,2019-02-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,7
5,2019-02-19,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,8
6,2019-02-23,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,1.0,1.0,0.0,,8
7,2019-03-05,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,10
8,2019-03-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,11
9,2019-03-19,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,12
10,2019-04-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,14
11,2019-04-16,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,16
12,2019-04-23,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,17
13,2019-04-30,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,18
14,2019-05-07,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,19
15,2019-05-14,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,20
16,2019-05-21,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,21
17,2019-05-28,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,22
18,2019-06-04,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,23
19,2019-06-18,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,25
20,2019-06-25,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,26
21,2019-07-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,27
22,2019-08-06,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,32
23,2019-08-13,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,33
24,2019-08-20,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,34
25,2019-09-03,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,0.0,36
26,2019-09-10,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,0.0,37
27,2019-09-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,0.0,39
28,2019-10-01,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,40
29,2019-10-15,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,42
30,2019-11-05,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,45
31,2019-11-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,46
32,2019-11-19,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,47
33,2019-11-26,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,48
34,2019-12-03,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,49
35,2019-12-10,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,50
36,2019-12-17,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,51
37,2019-12-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,52
38,2019-12-31,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,1
0,2020-01-07,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,2
1,2020-01-14,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,3
2,2020-02-04,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,6
3,2020-02-25,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,9
4,2020-03-10,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,11
5,2020-03-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,13
6,2020-03-31,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,14
7,2020-04-07,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,15
8,2020-04-14,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,16
9,2020-04-21,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,17
10,2020-04-28,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,18
11,2020-05-05,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,19
12,2020-05-26,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,22
13,2020-06-09,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,24
14,2020-06-16,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,25
15,2020-06-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,26
16,2020-07-08,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,28
17,2020-07-14,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,29
18,2020-07-21,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,30
19,2020-08-04,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,32
20,2020-08-11,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,33
21,2020-08-18,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,34
22,2020-09-01,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,36
23,2020-09-08,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,37
24,2020-09-22,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,39
25,2020-10-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,40
26,2020-10-06,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,41
27,2020-10-13,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,42
28,2020-10-27,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,44
29,2020-11-04,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,45
30,2020-11-17,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,47
31,2020-11-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,48
32,2020-12-08,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,50
33,2020-12-15,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,51
34,2020-12-29,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,53
0,2021-01-05,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,1
1,2021-01-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,2
2,2021-02-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,5
3,2021-02-09,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,6
4,2021-03-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,9
5,2021-03-23,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,12
6,2021-03-30,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,13
7,2021-04-13,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,15
8,2021-04-20,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,16
9,2021-05-11,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,19
10,2021-05-18,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,20
11,2021-05-25,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,21
12,2021-06-01,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,22
13,2021-06-29,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,26
14,2021-07-13,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,28
15,2021-07-20,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,29
16,2021-08-10,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,32
17,2021-08-31,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,20.0,20.0,0.0,,35
18,2021-09-07,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,20.0,0.0,0.0,10.0,10.0,0.0,,36
