,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,6.0,6.0,0.0,,2
1,2019-01-15,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,3
2,2019-01-22,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,4
3,2019-02-19,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,8
4,2019-02-27,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,9
5,2019-03-12,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,11
6,2019-03-19,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,12
7,2019-03-26,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,13
8,2019-04-02,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,14
9,2019-04-16,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,16
10,2019-04-30,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,4.0,4.0,0.0,,18
11,2019-05-07,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,19
12,2019-05-21,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,21
13,2019-05-28,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,22
14,2019-06-18,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,25
15,2019-06-25,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,26
16,2019-07-02,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,27
17,2019-07-16,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,5.0,5.0,0.0,,29
18,2019-07-30,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,31
19,2019-08-13,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,4.0,4.0,0.0,,33
20,2019-08-20,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,34
21,2019-09-03,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,4.0,4.0,0.0,0.0,36
22,2019-09-10,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,0.0,37
23,2019-09-17,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,0.0,38
24,2019-10-01,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,40
25,2019-10-09,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,41
26,2019-10-29,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,3.0,3.0,0.0,,44
27,2019-11-05,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,45
28,2019-11-19,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,47
29,2019-11-26,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,48
30,2019-12-03,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,49
31,2019-12-10,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,50
32,2019-12-17,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,51
33,2019-12-31,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,5.0,5.0,0.0,,1
0,2020-01-14,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,3
1,2020-01-21,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,6.0,0.0,0.0,2.0,2.0,0.0,,4
