,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2019-01-15,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
2,2019-01-22,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,4
3,2019-01-29,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,5
4,2019-02-12,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,7
5,2019-02-19,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,8
6,2019-02-27,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,9
7,2019-03-05,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
8,2019-03-12,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
9,2019-03-19,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,12
10,2019-04-09,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
11,2019-04-30,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,18
12,2019-05-07,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,19
13,2019-05-14,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,20
14,2019-05-21,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,21
15,2019-05-28,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
16,2019-06-04,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,23
17,2019-06-18,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,25
18,2019-06-25,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
19,2019-07-09,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,28
20,2019-07-30,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,31
21,2019-08-06,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
22,2019-08-13,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,33
23,2019-08-20,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,34
24,2019-09-03,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,36
25,2019-09-10,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,37
26,2019-09-17,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,38
27,2019-10-01,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,40
28,2019-10-09,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,41
29,2019-10-22,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,43
30,2019-11-05,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,45
31,2019-11-12,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,46
32,2019-11-26,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
33,2019-12-03,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,49
34,2019-12-10,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,50
35,2019-12-17,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
36,2019-12-24,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
37,2019-12-31,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,1
0,2020-01-07,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2020-01-14,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
2,2020-01-21,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,4
3,2020-02-04,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,25.0,25.0,0.0,,6
4,2020-02-11,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,25.0,25.0,0.0,,7
5,2020-02-18,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,8
6,2020-03-04,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
7,2020-03-10,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
8,2020-03-17,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,25.0,25.0,0.0,,12
9,2020-03-24,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,13
10,2020-03-31,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,14
11,2020-04-14,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,16
12,2020-04-21,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,17
13,2020-04-28,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,18
14,2020-05-12,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,20
15,2020-06-02,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,23
16,2020-06-16,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,25
17,2020-06-24,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
18,2020-06-30,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,27
19,2020-07-08,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,28
20,2020-07-14,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,29
21,2020-07-21,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,30
22,2020-07-29,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,31
23,2020-08-04,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
24,2020-08-11,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,33
25,2020-08-25,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,35
26,2020-09-01,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,36
27,2020-09-08,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,37
28,2020-09-15,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,38
29,2020-09-22,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,39
30,2020-09-30,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,40
31,2020-10-06,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,41
32,2020-10-13,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,42
33,2020-10-20,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,43
34,2020-10-27,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
35,2020-11-04,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,45
36,2020-11-17,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,47
37,2020-11-24,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,48
38,2020-12-01,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,49
39,2020-12-15,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
40,2020-12-22,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
41,2020-12-29,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,53
0,2021-01-05,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,1
1,2021-01-12,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
2,2021-01-19,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,3
3,2021-01-26,U00611003,病患識別帶，大人用,粉紅色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,4
