,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,2
1,2019-03-19,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,12
2,2019-04-16,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,16
3,2019-06-04,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,23
4,2019-07-23,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,30
5,2019-08-06,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,32
6,2019-10-15,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,42
7,2019-11-12,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,46
0,2020-01-07,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,2
1,2020-02-25,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,9
2,2020-05-12,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,20
3,2020-07-14,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,29
4,2020-08-18,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,34
5,2020-09-30,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,40
6,2020-11-24,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,48
0,2021-01-05,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,1
1,2021-02-23,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,8
2,2021-06-08,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,23
3,2021-08-17,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,33
4,2021-09-22,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,38
5,2021-10-26,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,43
6,2021-12-16,V02204118,手術刀片,#11   100支/盒,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,50
