,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-22,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,4
1,2019-01-29,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,5
2,2019-03-05,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,10
3,2019-03-19,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,12
4,2019-04-09,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,15
5,2019-04-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,18
6,2019-05-07,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,19
7,2019-05-28,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,22
8,2019-07-02,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,27
9,2019-07-23,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,30
10,2019-08-06,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,32
11,2019-09-03,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,0.0,36
12,2019-09-24,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,0.0,39
13,2019-10-15,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,42
14,2019-11-12,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,46
15,2019-12-03,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,49
16,2019-12-17,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,51
17,2019-12-31,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,1
0,2020-02-04,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,6
1,2020-02-25,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,9
2,2020-03-10,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,11
3,2020-03-24,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,13
4,2020-03-31,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,14
5,2020-04-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,18
6,2020-05-12,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,20
7,2020-05-26,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,22
8,2020-06-16,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,25
9,2020-06-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,27
10,2020-07-14,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,29
11,2020-07-29,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,31
12,2020-08-11,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,33
13,2020-09-08,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,37
14,2020-09-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,40
15,2020-10-13,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,42
16,2020-11-04,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,45
17,2020-11-24,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,48
18,2020-12-08,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,50
19,2020-12-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,53
0,2021-01-12,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,2
1,2021-02-02,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,5
2,2021-03-02,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,9
3,2021-03-23,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,12
4,2021-03-30,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,13
5,2021-05-05,G80504051,紫頭CBC管(真空無菌),受容量5ml採血量2-3ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,,18
