,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-04-23,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,17
1,2019-08-13,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,33
2,2019-11-12,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,1.0,1.0,0.0,,46
0,2020-03-31,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,1.0,1.0,0.0,,14
1,2020-04-21,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,17
2,2020-05-26,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,22
0,2021-01-12,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,2
1,2021-01-23,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,3
2,2021-06-01,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,2.0,2.0,0.0,,22
3,2021-10-12,G81300012,糞便採集攜送培養基,15ml/瓶  25瓶/盒,個,T,2.0,0.0,0.0,1.0,1.0,0.0,,41
