,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,K82430329,痰盒-綠蓋,1.0,2019-04-04,14,True,2019,3.0,4.0
1,DLN5,K82430329,痰盒-綠蓋,1.0,2019-04-04,14,True,2019,3.0,4.0
2,DLN5,K82430329,痰盒-綠蓋,1.0,2019-07-02,27,True,2019,5.0,2.0
3,DLN5,K82430329,痰盒-綠蓋,1.0,2019-08-21,34,True,2019,5.0,2.0
4,DLN5,K82430329,痰盒-綠蓋,1.0,2019-08-28,35,True,2019,5.0,2.0
5,DLN5,K82430329,痰盒-綠蓋,1.0,2019-10-25,43,True,2019,5.0,2.0
6,DLN5,K82430329,痰盒-綠蓋,1.0,2019-11-04,45,True,2019,5.0,2.0
7,DLN5,K82430329,痰盒-綠蓋,1.0,2020-02-20,8,True,2020,5.0,2.0
8,DLN5,K82430329,痰盒-綠蓋,1.0,2020-03-03,10,True,2020,5.0,2.0
9,DLN5,K82430329,痰盒-綠蓋,1.0,2020-03-03,10,True,2020,5.0,2.0
10,DLN5,K82430329,痰盒-綠蓋,1.0,2020-03-03,10,True,2020,5.0,2.0
11,DLN5,K82430329,痰盒-綠蓋,1.0,2020-03-10,11,True,2020,5.0,2.0
12,DLN5,K82430329,痰盒-綠蓋,1.0,2020-03-24,13,True,2020,5.0,2.0
13,DLN5,K82430329,痰盒-綠蓋,2.0,2020-05-01,18,False,2020,4.0,3.0
14,DLN5,K82430329,痰盒-綠蓋,1.0,2020-05-07,19,True,2020,5.0,2.0
15,DLN5,K82430329,痰盒-綠蓋,1.0,2020-05-07,19,True,2020,5.0,2.0
16,DLN5,K82430329,痰盒-綠蓋,1.0,2020-06-09,24,True,2020,5.0,2.0
17,DLN5,K82430329,痰盒-綠蓋,1.0,2020-07-23,30,True,2020,5.0,2.0
18,DLN5,K82430329,痰盒-綠蓋,1.0,2020-07-29,31,True,2020,5.0,2.0
19,DLN5,K82430329,痰盒-綠蓋,1.0,2020-07-30,31,True,2020,5.0,2.0
20,DLN5,K82430329,痰盒-綠蓋,1.0,2020-08-25,35,True,2020,5.0,2.0
21,DLN5,K82430329,痰盒-綠蓋,1.0,2020-09-17,38,True,2020,5.0,2.0
22,DLN5,K82430329,痰盒-綠蓋,1.0,2020-09-17,38,True,2020,5.0,2.0
23,DLN5,K82430329,痰盒-綠蓋,1.0,2020-10-13,42,True,2020,5.0,2.0
24,DLN5,K82430329,痰盒-綠蓋,1.0,2020-10-17,42,False,2020,5.0,2.0
25,DLN5,K82430329,痰盒-綠蓋,1.0,2020-11-27,48,True,2020,5.0,2.0
26,DLN5,K82430329,痰盒-綠蓋,1.0,2020-11-28,48,False,2020,5.0,2.0
27,DLN5,K82430329,痰盒-綠蓋,1.0,2020-12-21,52,True,2020,5.0,2.0
28,DLN5,K82430329,痰盒-綠蓋,1.0,2021-01-05,1,True,2021,5.0,2.0
29,DLN5,K82430329,痰盒-綠蓋,1.0,2021-01-22,3,True,2021,5.0,2.0
30,DLN5,K82430329,痰盒-綠蓋,1.0,2021-01-27,4,True,2021,5.0,2.0
31,DLN5,K82430329,痰盒-綠蓋,1.0,2021-01-28,4,True,2021,5.0,2.0
32,DLN5,K82430329,痰盒-綠蓋,2.0,2021-02-04,5,True,2021,5.0,2.0
33,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-02,9,True,2021,4.0,3.0
34,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-03,9,True,2021,4.0,3.0
35,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-17,11,True,2021,5.0,2.0
36,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-20,11,False,2021,5.0,2.0
37,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-25,12,True,2021,5.0,2.0
38,DLN5,K82430329,痰盒-綠蓋,1.0,2021-03-30,13,True,2021,4.0,3.0
39,DLN5,K82430329,痰盒-綠蓋,2.0,2021-05-16,19,False,2021,5.0,2.0
40,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-16,19,False,2021,5.0,2.0
41,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-16,19,False,2021,5.0,2.0
42,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-16,19,False,2021,5.0,2.0
43,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-16,19,False,2021,5.0,2.0
44,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-16,19,False,2021,5.0,2.0
45,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-17,20,True,2021,5.0,2.0
46,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-17,20,True,2021,5.0,2.0
47,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-17,20,True,2021,5.0,2.0
48,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-17,20,True,2021,5.0,2.0
49,DLN5,K82430329,痰盒-綠蓋,2.0,2021-05-18,20,True,2021,5.0,2.0
50,DLN5,K82430329,痰盒-綠蓋,2.0,2021-05-18,20,True,2021,5.0,2.0
51,DLN5,K82430329,痰盒-綠蓋,2.0,2021-05-18,20,True,2021,5.0,2.0
52,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-18,20,True,2021,5.0,2.0
53,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-19,20,True,2021,5.0,2.0
54,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-20,20,True,2021,5.0,2.0
55,DLN5,K82430329,痰盒-綠蓋,1.0,2021-05-20,20,True,2021,5.0,2.0
