,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數
0,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-21,True,3,2021,5.0,2.0
1,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-21,True,3,2021,5.0,2.0
2,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-22,True,3,2021,5.0,2.0
3,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-24,False,3,2021,5.0,2.0
4,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-25,True,4,2021,5.0,2.0
5,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-28,True,4,2021,5.0,2.0
6,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,2.0,2021-01-28,True,4,2021,5.0,2.0
7,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-28,True,4,2021,5.0,2.0
8,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-01-29,True,4,2021,5.0,2.0
9,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-01,True,5,2021,5.0,2.0
10,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-01,True,5,2021,5.0,2.0
11,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-01,True,5,2021,5.0,2.0
12,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-01,True,5,2021,5.0,2.0
13,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,2.0,2021-02-02,True,5,2021,5.0,2.0
14,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-03,True,5,2021,5.0,2.0
15,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-05,True,5,2021,5.0,2.0
16,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-05,True,5,2021,5.0,2.0
17,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-05,True,5,2021,5.0,2.0
18,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-05,True,5,2021,5.0,2.0
19,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-16,False,7,2021,3.0,4.0
20,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-17,False,7,2021,3.0,4.0
21,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-17,False,7,2021,3.0,4.0
22,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-18,True,7,2021,3.0,4.0
23,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-19,True,7,2021,3.0,4.0
24,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-19,True,7,2021,3.0,4.0
25,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-19,True,7,2021,3.0,4.0
26,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-19,True,7,2021,3.0,4.0
27,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-21,False,7,2021,3.0,4.0
28,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-22,True,8,2021,5.0,2.0
29,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,2.0,2021-02-22,True,8,2021,5.0,2.0
30,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-22,True,8,2021,5.0,2.0
31,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-22,True,8,2021,5.0,2.0
32,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-22,True,8,2021,5.0,2.0
33,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-24,True,8,2021,5.0,2.0
34,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-26,True,8,2021,5.0,2.0
35,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-02-26,True,8,2021,5.0,2.0
36,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,2.0,2021-02-26,True,8,2021,5.0,2.0
37,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-08,True,10,2021,5.0,2.0
38,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-09,True,10,2021,5.0,2.0
39,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-11,True,10,2021,5.0,2.0
40,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-11,True,10,2021,5.0,2.0
41,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-11,True,10,2021,5.0,2.0
42,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-11,True,10,2021,5.0,2.0
43,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-11,True,10,2021,5.0,2.0
44,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-12,True,10,2021,5.0,2.0
45,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-12,True,10,2021,5.0,2.0
46,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-12,True,10,2021,5.0,2.0
47,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-15,True,11,2021,5.0,2.0
48,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-17,True,11,2021,5.0,2.0
49,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-17,True,11,2021,5.0,2.0
50,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-19,True,11,2021,5.0,2.0
51,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-19,True,11,2021,5.0,2.0
52,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-19,True,11,2021,5.0,2.0
53,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-22,True,12,2021,5.0,2.0
54,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-24,True,12,2021,5.0,2.0
55,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-29,True,13,2021,4.0,3.0
56,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-03-30,True,13,2021,4.0,3.0
57,DLN5,A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,1.0,2021-04-01,True,13,2021,4.0,3.0
