料號,品名,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
A00120017,1cc PVC注射空針 無螺紋,10.0,10.0,7.0,19.0,5.0,2.0,11.0,2.0,0.0,8.0,7.0,4.0
A00120033,2.5-3cc PVC 注射空針,527.0,439.0,422.0,540.0,252.0,85.0,310.0,285.0,312.0,366.0,343.0,360.0
A00120059,5cc塑膠注射空針,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
A00120067,5cc 塑膠注射空針,156.0,136.0,167.0,160.0,48.0,18.0,130.0,193.0,130.0,92.0,135.0,103.0
A00120102,10cc塑膠注射空針 有螺紋,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
A00120110,10cc塑膠注射空針 無螺紋,540.0,616.0,815.0,579.0,311.0,132.0,455.0,488.0,434.0,521.0,496.0,483.0
A00120213,20CC塑膠注射空針直插  (無螺紋),341.0,433.0,514.0,416.0,193.0,77.0,251.0,347.0,350.0,298.0,377.0,323.0
A00120308,塑膠注射器 30cc有螺,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120504,50cc塑膠注射空針-非螺紋,35.0,71.0,14.0,20.0,32.0,5.0,61.0,13.0,48.0,27.0,47.0,20.0
A00124417,血氣分析專用採血器 3 cc,3.0,9.0,6.0,11.0,5.0,5.0,12.0,6.0,5.0,20.0,18.0,7.0
A00421190,胰島素安全注射筒附針-30G,36.0,68.0,65.0,79.0,17.0,7.0,67.0,204.0,64.0,75.0,40.0,75.0
A01130509,塑膠灌食空針,27.0,33.0,33.0,20.0,18.0,22.0,20.0,21.0,25.0,30.0,20.0,16.0
A02120180,塑膠注射針頭,750.0,904.0,1101.0,783.0,393.0,171.0,607.0,670.0,705.0,680.0,731.0,683.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,13.0,5.0,4.0,12.0,0.0,0.0,6.0,4.0,3.0,3.0,1.0,0.0
A02320186,靜脈留置針-18G,2.0,1.0,4.0,1.0,0.0,0.0,2.0,7.0,2.0,6.0,1.0,1.0
A02320340,〞美迪克〞安全性靜脈留置針  20G,144.0,152.0,143.0,188.0,84.0,30.0,148.0,119.0,125.0,123.0,118.0,129.0
A02322259,〞美迪克〞安全性靜脈留置針  22G,120.0,198.0,172.0,135.0,109.0,32.0,89.0,100.0,138.0,164.0,133.0,120.0
A03010025,PORT-A安全彎針附蝴蝶翼輸液套組20Gx0.75〞,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,3.0,15.0,16.0,20.0,8.0,0.0,4.0,3.0,1.0,1.0,10.0,8.0
A03295054,安全式注射筆專用針,198.0,74.0,118.0,129.0,53.0,7.0,40.0,145.0,77.0,65.0,11.0,16.0
A04200004,精密輸液套附Y加藥座120c.c硬bag,122.0,144.0,156.0,129.0,78.0,21.0,81.0,104.0,92.0,95.0,117.0,118.0
A04200020,精密控制輸液套附免針加藥座,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04300023,急速輸血套附Y型管,20.0,32.0,33.0,39.0,6.0,2.0,27.0,24.0,26.0,19.0,29.0,14.0
A04411285,全拋式採血器,1237.0,1144.0,1196.0,1056.0,592.0,88.0,794.0,1042.0,1073.0,882.0,557.0,620.0
A04411370,胰島素筆型注射器針頭32G x 4mm,52.0,41.0,32.0,102.0,34.0,0.0,6.0,123.0,75.0,46.0,1.0,11.0
A04800036,靜脈輸液套，附Y加葯管,31.0,36.0,70.0,80.0,11.0,6.0,47.0,65.0,46.0,37.0,42.0,53.0
A46441986,幫浦輸液套(一般型),21.0,28.0,27.0,25.0,9.0,0.0,11.0,17.0,4.0,4.0,16.0,12.0
A46443607,硝酸甘油輸液套,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
B00204053,彈性繃帶-非滅菌,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
B00206057,彈性繃帶-非滅菌,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
B00304056,彈性紗捲,2.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,6.0
B00306050,彈性紗捲,1.0,5.0,15.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
B03106859,人工薄膜,209.0,244.0,213.0,260.0,159.0,52.0,185.0,161.0,195.0,222.0,178.0,200.0
B03110120,人工薄膜,33.0,23.0,68.0,43.0,35.0,1.0,53.0,21.0,39.0,17.0,31.0,28.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
B03647700,紙治療巾,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
B04150042,免縫膠布,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
B04805109,豬尾巴導管組專用貼布(use for5~12F),2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,2.0,5.0,4.0,3.0,2.0,0.0,1.0,3.0,5.0,2.0,7.0,3.0
B08143445,紗布墊 4〞X4〞X8Ply,10.0,3.0,22.0,7.0,2.0,0.0,1.0,10.0,7.0,2.0,12.0,10.0
B13500704,無菌手套 7.0 Fr有粉,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0
B13500754,無菌手套 7.5 Fr有粉,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0
