料號,品名,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
A00120025,2.5-3cc PVC 注射空針,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120033,2.5-3cc PVC 注射空針,59.0,45.0,61.0,92.0,70.0,116.0,68.0,65.0,40.0,75.0,63.0,30.0
A00120067,5cc 塑膠注射空針,52.0,20.0,49.0,108.0,78.0,90.0,67.0,49.0,50.0,59.0,80.0,36.0
A00120110,10cc塑膠注射空針 無螺紋,143.0,87.0,98.0,169.0,144.0,114.0,198.0,78.0,80.0,115.0,223.0,135.0
A00120213,20CC塑膠注射空針直插  (無螺紋),82.0,63.0,62.0,151.0,188.0,154.0,120.0,111.0,62.0,59.0,112.0,97.0
A00120504,50cc塑膠注射空針-非螺紋,2.0,2.0,2.0,4.0,4.0,3.0,7.0,4.0,2.0,0.0,28.0,4.0
A00124417,血氣分析專用採血器 3 cc,7.0,3.0,6.0,2.0,7.0,8.0,7.0,3.0,4.0,5.0,6.0,0.0
A00421174,BD滑蓋式胰島素安全注射筒附針,44.0,179.0,88.0,0.0,0.0,0.0,0.0,0.0,62.0,93.0,89.0,88.0
A00421190,胰島素安全注射筒附針-30G,180.0,22.0,56.0,71.0,165.0,184.0,275.0,302.0,321.0,317.0,416.0,326.0
A01130509,塑膠灌食空針,46.0,41.0,73.0,69.0,63.0,81.0,82.0,80.0,81.0,74.0,78.0,87.0
A02120180,塑膠注射針頭,121.0,81.0,94.0,188.0,210.0,187.0,197.0,146.0,75.0,73.0,171.0,113.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,4.0,0.0,3.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0
A02320160,靜脈留置針-16G,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02320186,靜脈留置針-18G,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
A02320340,〞美迪克〞安全性靜脈留置針  20G,11.0,5.0,8.0,8.0,3.0,12.0,20.0,20.0,17.0,16.0,28.0,12.0
A02322259,〞美迪克〞安全性靜脈留置針  22G,32.0,17.0,44.0,102.0,99.0,105.0,92.0,72.0,36.0,36.0,53.0,54.0
A03010025,PORT-A安全彎針附蝴蝶翼輸液套組20Gx0.75〞,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03010033,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1〞,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A03295054,安全式注射筆專用針,157.0,148.0,223.0,144.0,92.0,86.0,90.0,78.0,99.0,54.0,85.0,55.0
A04030052,餵食引導器 (未滅菌),69.0,58.0,71.0,63.0,65.0,59.0,63.0,65.0,68.0,61.0,63.0,70.0
A04200004,精密輸液套附Y加藥座120c.c硬bag,24.0,15.0,20.0,32.0,28.0,29.0,34.0,21.0,22.0,19.0,27.0,20.0
A04300023,急速輸血套附Y型管,8.0,5.0,7.0,7.0,7.0,8.0,16.0,9.0,14.0,9.0,20.0,14.0
A04411285,全拋式採血器,215.0,150.0,220.0,320.0,194.0,74.0,232.0,226.0,323.0,321.0,390.0,402.0
A04800036,靜脈輸液套，附Y加葯管,20.0,14.0,28.0,37.0,44.0,28.0,38.0,18.0,20.0,30.0,38.0,19.0
A46441986,幫浦輸液套(一般型),3.0,0.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,4.0,3.0,1.0
B00304056,彈性紗捲,1.0,0.0,13.0,7.0,15.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
B03106859,人工薄膜,21.0,21.0,25.0,52.0,47.0,60.0,73.0,42.0,46.0,35.0,53.0,36.0
B03110120,人工薄膜,6.0,7.0,10.0,8.0,6.0,0.0,22.0,22.0,13.0,2.0,4.0,4.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,2.0,1.0,3.0,7.0,4.0,2.0,4.0,1.0,0.0,7.0,2.0,0.0
B08143445,紗布墊 4〞X4〞X8Ply,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,6.0,2.0,0.0
B13500651,無菌手套 6.5 Fr有粉,2.0,1.0,5.0,2.0,6.0,9.0,6.0,1.0,3.0,3.0,0.0,0.0
B13500704,無菌手套 7.0 Fr有粉,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
C00120168,二叉留置導尿管16FR,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,2.0
C00120184,二叉留置導尿管18FR,3.0,4.0,4.0,0.0,2.0,0.0,3.0,3.0,5.0,4.0,5.0,6.0
C00120203,二叉留置導尿管20FR,9.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C00123169,二叉矽質導尿管-16Fr,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,7.0,6.0
C00123185,二叉矽質導尿管-18Fr,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
C00123204,二叉矽質導尿管-20Fr,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00130201,三叉導尿管(矽化塗層)-20Fr,2.0,5.0,7.0,5.0,3.0,4.0,6.0,3.0,6.0,6.0,4.0,2.0
C00211075,橡皮導尿管1wayNo14美規,4.0,0.0,1.0,4.0,6.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0
C00733004,3 Lumen  輸液導管組,4.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0
C02514164,矽質胃管  16FR,10.0,10.0,10.0,9.0,10.0,10.0,11.0,11.0,13.0,9.0,9.0,10.0
C02514180,矽質胃管  18FR,3.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0
C09113003,加長型氣切套管,5.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0
C09113011,加長型氣切套管  No.7.0,2.0,2.0,3.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0
C09133700,氣切套管 Cuff 7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
C13830005,IV注射帽,7.0,3.0,7.0,12.0,7.0,6.0,6.0,5.0,15.0,17.0,26.0,12.0
C13930399,T型連接管,19.0,16.0,19.0,49.0,43.0,53.0,55.0,31.0,28.0,32.0,42.0,30.0
D00320301,3-0 尼龍線  Nylon,4.0,1.0,2.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,0.0
F01700003,真空吸引瓶,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
F36005006,單一無菌引流袋 500cc,3.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,6.0,2.0,0.0,2.0
F41200000,痰液收集器,3.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0
G81500272,血糖試紙,216.0,153.0,226.0,325.0,193.0,74.0,236.0,228.0,327.0,324.0,391.0,403.0
J00202019,勤達豪華型尿袋 (滅菌),44.0,36.0,46.0,44.0,39.0,31.0,39.0,31.0,36.0,40.0,41.0,40.0
