料號,品名,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
A00120110,10cc塑膠注射空針 無螺紋,1.0,0.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0
A02320340,〞美迪克〞安全性靜脈留置針  20G,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
A04411285,全拋式採血器,13.0,27.0,31.0,27.0,78.0,64.0,41.0,4.0,6.0,24.0,11.0,8.0
B03106859,人工薄膜,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0
C13930399,T型連接管,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
C13931431,安全注射器回拉式3ml,1.0,0.0,1.0,1.0,2.0,8.0,11.0,5.0,9.0,1.0,3.0,3.0
G81500272,血糖試紙,13.0,27.0,31.0,28.0,85.0,65.0,41.0,4.0,8.0,24.0,11.0,8.0
K80004044,Push Button Blood Collection,4.0,10.0,4.0,12.0,27.0,7.0,15.0,20.0,28.0,11.0,10.0,5.0
A00120067,5cc 塑膠注射空針,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
A00120033,2.5-3cc PVC 注射空針,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A00120025,2.5-3cc PVC 注射空針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0
A04200004,精密輸液套附Y加藥座120c.c硬bag,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08143445,紗布墊 4〞X4〞X8Ply,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A02120180,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
A04411370,胰島素筆型注射器針頭32G x 4mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,43.0,30.0,28.0
A02120225,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C02113123,抽痰管，內含手控接頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C02723000,氧氣鼻管 O2雙管 2-Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C13931457,安全注射器回拉式5ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
I20100104,心電圖電極貼片,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
A01130509,塑膠灌食空針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A03010041,PORT-A安全彎針附蝴蝶翼輸液套組22Gx0.75〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
B03110120,人工薄膜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
C02513167,鼻胃管16Fr  可顯影125cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F36005006,單一無菌引流袋 500cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
A04800036,靜脈輸液套，附Y加葯管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B03647700,紙治療巾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B13500651,無菌手套 6.5 Fr有粉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B13500704,無菌手套 7.0 Fr有粉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
