料號,品名,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
A00120025,2.5-3cc PVC 注射空針,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
A00120033,2.5-3cc PVC 注射空針,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
A00120067,5cc 塑膠注射空針,5.0,10.0,13.0,3.0,6.0,2.0,2.0,18.0,1.0,22.0,1.0,12.0
A00120110,10cc塑膠注射空針 無螺紋,11.0,3.0,11.0,35.0,3.0,0.0,1.0,6.0,1.0,10.0,0.0,22.0
A02120180,塑膠注射針頭,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
A02120241,塑膠注射針頭,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,10.0,16.0,8.0,4.0,2.0,1.0,12.0,3.0,11.0,0.0,7.0
A03295054,安全式注射筆專用針,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04411285,全拋式採血器,212.0,196.0,227.0,115.0,26.0,47.0,156.0,203.0,204.0,169.0,210.0,217.0
A04411370,胰島素筆型注射器針頭32G x 4mm,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04800036,靜脈輸液套，附Y加葯管,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
B03106859,人工薄膜,3.0,9.0,12.0,9.0,4.0,0.0,2.0,8.0,2.0,11.0,1.0,7.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08143445,紗布墊 4〞X4〞X8Ply,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B13500704,無菌手套 7.0 Fr有粉,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02113123,抽痰管，內含手控接頭,3.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02113149,抽痰管，內含手控接頭,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C13930399,T型連接管,3.0,8.0,13.0,10.0,3.0,1.0,1.0,7.0,2.0,11.0,1.0,6.0
C13931431,安全注射器回拉式3ml,2.0,25.0,8.0,8.0,12.0,4.0,9.0,9.0,5.0,42.0,7.0,4.0
G81500272,血糖試紙,212.0,207.0,218.0,115.0,27.0,44.0,156.0,202.0,203.0,169.0,215.0,219.0
I20100104,心電圖電極貼片,5.0,0.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K80004044,Push Button Blood Collection,36.0,35.0,84.0,67.0,83.0,46.0,90.0,90.0,66.0,79.0,64.0,84.0
U91700000,丟棄式導尿包,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
A00120059,5cc塑膠注射空針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120213,20CC塑膠注射空針直插  (無螺紋),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
A00120504,50cc塑膠注射空針-非螺紋,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A01130509,塑膠灌食空針,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,7.0,14.0,11.0,4.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0
A04200004,精密輸液套附Y加藥座120c.c硬bag,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00130166,三叉導尿管(橡皮)-16Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02513167,鼻胃管16Fr  可顯影125cm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C13830005,IV注射帽,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0
C13931457,安全注射器回拉式5ML,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
