料號,品名,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
A00120017,1cc PVC注射空針 無螺紋,2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,20.0,4.0,10.0
A00120033,2.5-3cc PVC 注射空針,616.0,583.0,278.0,50.0,118.0,247.0,452.0,544.0,320.0,419.0,513.0,444.0
A00120059,5cc塑膠注射空針,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
A00120067,5cc 塑膠注射空針,259.0,208.0,85.0,14.0,40.0,126.0,163.0,206.0,166.0,150.0,141.0,128.0
A00120102,10cc塑膠注射空針 有螺紋,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
A00120110,10cc塑膠注射空針 無螺紋,741.0,608.0,270.0,71.0,185.0,416.0,571.0,587.0,533.0,502.0,654.0,466.0
A00120213,20CC塑膠注射空針直插  (無螺紋),333.0,314.0,204.0,65.0,197.0,393.0,324.0,390.0,338.0,301.0,276.0,338.0
A00120504,50cc塑膠注射空針-非螺紋,60.0,56.0,31.0,0.0,4.0,14.0,51.0,23.0,22.0,24.0,69.0,35.0
A00124417,血氣分析專用採血器 3 cc,9.0,7.0,1.0,0.0,2.0,5.0,1.0,1.0,4.0,11.0,5.0,1.0
A00421174,BD滑蓋式胰島素安全注射筒附針,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
A00421190,胰島素安全注射筒附針-30G,166.0,75.0,33.0,2.0,9.0,60.0,55.0,98.0,191.0,82.0,108.0,56.0
A01130509,塑膠灌食空針,16.0,9.0,8.0,2.0,8.0,16.0,28.0,33.0,23.0,10.0,22.0,21.0
A02120180,塑膠注射針頭,777.0,684.0,329.0,70.0,274.0,579.0,708.0,698.0,641.0,607.0,749.0,644.0
A02120209,塑膠注射針頭,77.0,85.0,51.0,26.0,33.0,72.0,82.0,105.0,85.0,35.0,0.0,0.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,12.0,6.0,4.0,0.0,1.0,3.0,12.0,12.0,6.0,9.0,5.0,6.0
