料號,品名,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
A00120017,1cc PVC注射空針 無螺紋,21.0,4.0,32.0,60.0,85.0,50.0,27.0,32.0,28.0,4.0,31.0,84.0
A00120025,2.5-3cc PVC 注射空針,1603.0,1893.0,1967.0,1918.0,2084.0,2050.0,1522.0,1645.0,1331.0,1807.0,1265.0,1915.0
A00120033,2.5-3cc PVC 注射空針,2.0,2.0,6.0,26.0,0.0,1.0,1.0,6.0,4.0,2.0,4.0,2.0
A00120059,5cc塑膠注射空針,622.0,824.0,830.0,780.0,769.0,760.0,668.0,677.0,368.0,717.0,495.0,892.0
A00120102,10cc塑膠注射空針 有螺紋,415.0,591.0,598.0,580.0,492.0,439.0,431.0,384.0,226.0,468.0,341.0,484.0
A00120110,10cc塑膠注射空針 無螺紋,2.0,3.0,1.0,2.0,5.0,2.0,4.0,7.0,2.0,2.0,3.0,0.0
A00120213,20CC塑膠注射空針直插  (無螺紋),628.0,846.0,846.0,910.0,870.0,872.0,729.0,748.0,569.0,977.0,531.0,948.0
A00120308,塑膠注射器 30cc有螺,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120504,50cc塑膠注射空針-非螺紋,231.0,460.0,245.0,515.0,368.0,324.0,171.0,422.0,163.0,482.0,155.0,361.0
A00421174,BD滑蓋式胰島素安全注射筒附針,9.0,15.0,16.0,4.0,3.0,0.0,2.0,10.0,4.0,1.0,5.0,10.0
A00421190,胰島素安全注射筒附針-30G,128.0,84.0,191.0,151.0,187.0,96.0,100.0,108.0,89.0,85.0,123.0,122.0
A00520051,真空採血器,202.0,196.0,184.0,212.0,192.0,151.0,91.0,0.0,0.0,0.0,0.0,0.0
A01130509,塑膠灌食空針,35.0,51.0,28.0,41.0,29.0,38.0,24.0,37.0,24.0,46.0,31.0,72.0
A02120180,塑膠注射針頭,46.0,30.0,39.0,3.0,10.0,20.0,0.0,0.0,0.0,38.0,15.0,2.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,3.0,2.0,1.0,5.0,6.0,7.0,4.0,5.0,5.0,0.0,3.0,7.0
A02318314,〞美迪克〞安全性靜脈留置針,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0
A02320186,靜脈留置針-18G,6.0,1.0,0.0,4.0,1.0,4.0,3.0,1.0,0.0,5.0,2.0,5.0
A02320205,靜脈留置針-20G,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02320340,〞美迪克〞安全性靜脈留置針  20G,129.0,170.0,197.0,206.0,204.0,156.0,227.0,205.0,123.0,244.0,124.0,198.0
A02322259,〞美迪克〞安全性靜脈留置針  22G,89.0,46.0,80.0,74.0,81.0,86.0,61.0,102.0,56.0,50.0,24.0,90.0
