,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-03,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,1,,,,,,,,,,,,
1,2019-01-23,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,4,,,,,,,,,,,,
2,2019-02-13,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,7,,,,,,,,,,,,
3,2019-03-06,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,10,,,,,,,,,,,,
4,2019-04-15,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,16,,,,,,,,,,,,
5,2019-04-17,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,16,,,,,,,,,,,,
6,2019-05-15,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,20,,,,,,,,,,,,
7,2019-05-22,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,21,,,,,,,,,,,,
8,2019-05-25,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,-24.0,-24.0,0.0,21,,,,,,,,,,,,
9,2019-06-19,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,25,,,,,,,,,,,,
10,2019-07-24,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,30,,,,,,,,,,,,
11,2019-08-21,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,34,,,,,,,,,,,,
12,2019-10-08,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,41,,,,,,,,,,,,
13,2019-10-25,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,43,,,,,,,,,,,,
14,2019-12-11,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,50,,,,,,,,,,,,
0,2020-01-02,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,1,,,,,,,,,,,,
1,2020-01-22,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,4,,,,,,,,,,,,
2,2020-02-26,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,9,,,,,,,,,,,,
3,2020-03-25,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,13,,,,,,,,,,,,
4,2020-04-08,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,15,,,,,,,,,,,,
5,2020-05-27,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,22,,,,,,,,,,,,
6,2020-06-17,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,25,,,,,,,,,,,,
7,2020-07-22,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,30,,,,,,,,,,,,
8,2020-09-23,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,39,,,,,,,,,,,,
9,2020-11-05,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,45,,,,,,,,,,,,
10,2020-12-09,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,50,,,,,,,,,,,,
0,2021-01-20,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-03-10,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,10,,,,,,,,,,,,
3,2021-04-21,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-05-19,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,20,,,,,,,,,,,,
5,2021-06-09,B04820007,3M醫療膠帶(未滅菌),1/2吋*10碼,捲,T,30.0,0.0,0.0,24.0,24.0,0.0,23,,,,,,,,,,,,
