,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-09,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,2,,,,,,,,,,,,
1,2019-01-30,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,5,,,,,,,,,,,,
2,2019-05-22,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,21,,,,,,,,,,,,
3,2019-08-28,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,35,,,,,,,,,,,,
4,2019-11-14,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,46,,,,,,,,,,,,
0,2020-01-08,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,200.0,200.0,0.0,2,,,,,,,,,,,,
1,2020-02-05,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,6,,,,,,,,,,,,
2,2020-03-25,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,13,,,,,,,,,,,,
3,2020-05-20,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,21,,,,,,,,,,,,
4,2020-06-03,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,23,,,,,,,,,,,,
5,2020-06-17,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,25,,,,,,,,,,,,
6,2020-07-01,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,27,,,,,,,,,,,,
7,2020-08-19,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,34,,,,,,,,,,,,
8,2020-11-05,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,45,,,,,,,,,,,,
9,2020-11-18,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,47,,,,,,,,,,,,
0,2021-01-06,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,50.0,50.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-20,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-10,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-12-22,G80503107,綠頭Heparin管(真空無菌),受容量5ml採血量4ml,支,T,200.0,0.0,0.0,100.0,100.0,0.0,51,,,,,,,,,,,,
