,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-23,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,4,,,,,,,,,,,,
1,2019-03-13,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,11,,,,,,,,,,,,
2,2019-09-11,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,37,,,,,,,,,,,,
3,2019-12-11,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,50,,,,,,,,,,,,
0,2020-02-26,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,9,,,,,,,,,,,,
1,2020-05-20,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,21,,,,,,,,,,,,
2,2020-06-23,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,26,,,,,,,,,,,,
3,2020-10-14,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,42,0.0,,,,,,,,,,,
0,2021-01-20,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-06-02,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,22,,,,,,,,,,,,
2,2021-06-09,U00611003,病患識別帶，大人用,粉紅色,個,T,30.0,0.0,0.0,30.0,30.0,0.0,23,,,,,,,,,,,,
