,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-09,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,2,,,,,,,,,,,,
1,2019-01-23,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,10.0,10.0,0.0,4,,,,,,,,,,,,
2,2019-01-30,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,5,,,,,,,,,,,,
3,2019-02-20,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,8,,,,,,,,,,,,
4,2019-03-06,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,30.0,30.0,0.0,10,,,,,,,,,,,,
5,2019-03-27,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,13,,,,,,,,,,,,
6,2019-04-10,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,15,,,,,,,,,,,,
7,2019-04-25,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,17,,,,,,,,,,,,
8,2019-05-08,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,30.0,30.0,0.0,19,,,,,,,,,,,,
9,2019-05-15,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,40.0,40.0,0.0,20,,,,,,,,,,,,
10,2019-05-25,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,-4.0,-4.0,0.0,21,,,,,,,,,,,,
11,2019-06-05,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,23,,,,,,,,,,,,
12,2019-07-17,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,29,,,,,,,,,,,,
13,2019-08-07,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,30.0,30.0,0.0,32,,,,,,,,,,,,
14,2019-08-21,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,34,,,,,,,,,,,,
15,2019-09-11,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,37,,,,,,,,,,,,
16,2019-09-25,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,40.0,40.0,0.0,39,,,,,,,,,,,,
17,2019-10-16,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,42,,,,,,,,,,,,
18,2019-10-23,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,40.0,40.0,0.0,43,,,,,,,,,,,,
19,2019-11-06,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,20.0,20.0,0.0,45,,,,,,,,,,,,
20,2019-12-04,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,30.0,30.0,0.0,49,,,,,,,,,,,,
21,2019-12-11,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,30.0,30.0,0.0,50,,,,,,,,,,,,
0,2020-01-08,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,2,,,,,,,,,,,,
1,2020-01-16,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,40.0,40.0,0.0,3,,,,,,,,,,,,
2,2020-02-26,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,40.0,40.0,0.0,9,,,,,,,,,,,,
3,2020-03-25,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,13,,,,,,,,,,,,
4,2020-05-27,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,22,,,,,,,,,,,,
5,2020-07-22,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,30,,,,,,,,,,,,
6,2020-08-05,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,32,,,,,,,,,,,,
7,2020-10-14,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,42,0.0,,,,,,,,,,,
8,2020-12-02,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,49,,,,,,,,,,,,
9,2020-12-23,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,52,,,,,,,,,,,,
0,2021-01-20,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-05-05,V02102000,塑膠剃刀 (雙面使用),,支,T,40.0,0.0,0.0,100.0,100.0,0.0,18,,,,,,,,,,,,
3,2021-08-05,V02102000,塑膠剃刀 (雙面使用),,支,T,100.0,0.0,0.0,100.0,100.0,0.0,31,,,,,,,,,,,,
4,2021-08-25,V02102000,塑膠剃刀 (雙面使用),,支,T,100.0,0.0,0.0,100.0,100.0,0.0,34,,,,,,,,,,,,
5,2021-11-24,V02102000,塑膠剃刀 (雙面使用),,支,T,100.0,0.0,0.0,100.0,100.0,0.0,47,,,,,,,,,,,,
