,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-02-20,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,8,,,,,,,,,,,,
1,2019-07-10,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,28,,,,,,,,,,,,
2,2019-09-25,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,39,,,,,,,,,,,,
0,2020-02-19,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,8,,,,,,,,,,,,
1,2020-05-06,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,19,,,,,,,,,,,,
2,2020-09-02,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,36,,,,,,,,,,,,
3,2020-11-18,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,47,,,,,,,,,,,,
0,2021-01-27,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,2.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-06-09,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,23,,,,,,,,,,,,
2,2021-11-24,B00215008,網狀彈性繃帶,5# 25Y /盒,盒,T,2.0,0.0,0.0,1.0,1.0,0.0,47,,,,,,,,,,,,
