,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-09,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,2,,,,,,,,,,,,
1,2019-03-20,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,12,,,,,,,,,,,,
2,2019-04-25,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,17,,,,,,,,,,,,
3,2019-05-01,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,18,,,,,,,,,,,,
4,2019-06-12,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
5,2019-09-25,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,20.0,20.0,0.0,39,,,,,,,,,,,,
6,2019-10-30,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,44,,,,,,,,,,,,
7,2019-12-04,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,20.0,20.0,0.0,49,,,,,,,,,,,,
0,2020-01-02,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,30.0,30.0,0.0,1,,,,,,,,,,,,
1,2020-01-22,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,4,,,,,,,,,,,,
2,2020-02-26,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,30.0,30.0,0.0,9,,,,,,,,,,,,
3,2020-03-25,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,30.0,30.0,0.0,13,,,,,,,,,,,,
4,2020-04-15,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,20.0,20.0,0.0,16,,,,,,,,,,,,
5,2020-04-22,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,17,,,,,,,,,,,,
6,2020-05-13,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,20,,,,,,,,,,,,
7,2020-05-20,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,21,,,,,,,,,,,,
8,2020-06-03,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,23,,,,,,,,,,,,
9,2020-07-22,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,30.0,30.0,0.0,30,,,,,,,,,,,,
10,2020-07-28,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,31,,,,,,,,,,,,
11,2020-08-19,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,34,,,,,,,,,,,,
12,2020-10-14,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,42,0.0,,,,,,,,,,,
13,2020-11-25,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,48,,,,,,,,,,,,
0,2021-01-20,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-24,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,12,,,,,,,,,,,,
2,2021-04-28,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-06-09,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,23,,,,,,,,,,,,
4,2021-08-05,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,31,,,,,,,,,,,,
5,2021-08-18,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,33,,,,,,,,,,,,
6,2021-10-06,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,40,,,,,,,,,,,,
7,2021-11-03,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,44,,,,,,,,,,,,
8,2021-11-24,B07202101,ENT棉棒,10支/包,包,T,50.0,0.0,0.0,40.0,40.0,0.0,47,,,,,,,,,,,,
