,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-21,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,4,,,,,,,,,,,,
1,2019-02-26,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,9,,,,,,,,,,,,
2,2019-03-06,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,10,,,,,,,,,,,,
3,2019-03-20,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,12,,,,,,,,,,,,
4,2019-03-27,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,13,,,,,,,,,,,,
5,2019-10-02,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,40,,,,,,,,,,,,
6,2019-10-08,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,41,,,,,,,,,,,,
7,2019-10-23,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,43,,,,,,,,,,,,
8,2019-10-30,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,44,,,,,,,,,,,,
9,2019-11-14,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,46,,,,,,,,,,,,
10,2019-11-27,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,48,,,,,,,,,,,,
11,2019-12-16,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,51,,,,,,,,,,,,
12,2019-12-25,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,52,,,,,,,,,,,,
13,2019-12-28,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,-1.0,-1.0,0.0,52,,,,,,,,,,,,
0,2020-01-02,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,1,,,,,,,,,,,,
1,2020-01-08,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,2,,,,,,,,,,,,
2,2020-01-16,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,3,,,,,,,,,,,,
3,2020-01-22,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,6.0,6.0,0.0,4,,,,,,,,,,,,
4,2020-02-05,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,6,,,,,,,,,,,,
5,2020-02-21,B13700205,檢診手套(非滅菌),100支/盒,盒,T,3.0,0.0,0.0,10.0,10.0,0.0,8,,,,,,,,,,,,
