,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-30,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,6.0,6.0,0.0,5,,,,,,,,,,,,
1,2019-12-04,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,49,,,,,,,,,,,,
2,2019-12-11,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,2.0,2.0,0.0,50,,,,,,,,,,,,
0,2020-01-08,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,4.0,4.0,0.0,2,,,,,,,,,,,,
1,2020-06-23,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,26,,,,,,,,,,,,
2,2020-09-23,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,2.0,2.0,0.0,39,,,,,,,,,,,,
3,2020-10-07,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,4.0,4.0,0.0,41,0.0,,,,,,,,,,,
4,2020-10-29,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,2.0,2.0,0.0,44,0.0,,,,,,,,,,,
5,2020-11-04,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,45,,,,,,,,,,,,
6,2020-11-05,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,-100.0,-100.0,0.0,45,,,,,,,,,,,,
0,2021-01-06,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-13,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-27,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-03-24,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,2.0,2.0,0.0,12,,,,,,,,,,,,
4,2021-04-07,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-05-19,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,4.0,4.0,0.0,20,,,,,,,,,,,,
6,2021-05-26,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,4.0,4.0,0.0,21,,,,,,,,,,,,
7,2021-06-02,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,3.0,3.0,0.0,22,,,,,,,,,,,,
8,2021-06-09,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,5.0,5.0,0.0,23,,,,,,,,,,,,
9,2021-06-16,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,10.0,10.0,0.0,24,,,,,,,,,,,,
10,2021-07-21,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,10.0,10.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-09-29,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,10.0,10.0,0.0,39,,,,,,,,,,,,
12,2021-10-06,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,20.0,20.0,0.0,40,,,,,,,,,,,,
13,2021-10-20,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,20.0,20.0,0.0,42,,,,,,,,,,,,
14,2021-12-30,G80502057,灰頭血糖管(真空無菌),受容量5ml採血量2-4ml,支,T,100.0,0.0,0.0,10.0,10.0,0.0,52,,,,,,,,,,,,
