,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-08-09,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,2.0,2.0,0.0,32,,,,,,,,,,,,
0,2020-04-15,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,3.0,3.0,0.0,16,,,,,,,,,,,,
1,2020-05-13,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,20,,,,,,,,,,,,
2,2020-05-27,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,22,,,,,,,,,,,,
3,2020-09-09,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,2.0,2.0,0.0,37,,,,,,,,,,,,
4,2020-09-23,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,39,,,,,,,,,,,,
0,2021-02-03,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-17,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,11,,,,,,,,,,,,
2,2021-03-24,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,1.0,1.0,0.0,12,,,,,,,,,,,,
3,2021-07-14,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,2.0,2.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-10-13,G80506039,黑頭ESR管(真空無菌)1040302啟用,受容量5ml採血量2-3ml,支,T,10.0,0.0,0.0,2.0,2.0,0.0,41,,,,,,,,,,,,
