,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-18,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,3,,,,,,,,,,,,
1,2019-01-21,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,4,,,,,,,,,,,,
2,2019-08-28,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,35,,,,,,,,,,,,
3,2019-10-30,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,44,,,,,,,,,,,,
4,2019-11-20,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,47,,,,,,,,,,,,
0,2020-02-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,7,,,,,,,,,,,,
1,2020-03-18,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,12,,,,,,,,,,,,
2,2020-04-08,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,5.0,5.0,0.0,15,,,,,,,,,,,,
3,2020-04-15,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,16,,,,,,,,,,,,
4,2020-04-22,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,6.0,6.0,0.0,17,,,,,,,,,,,,
5,2020-04-29,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,18,,,,,,,,,,,,
6,2020-06-10,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,24,,,,,,,,,,,,
7,2020-07-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,27,,,,,,,,,,,,
8,2020-08-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,33,,,,,,,,,,,,
9,2020-08-19,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,34,,,,,,,,,,,,
10,2020-09-02,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,36,,,,,,,,,,,,
11,2020-09-09,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,37,,,,,,,,,,,,
12,2020-09-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,38,,,,,,,,,,,,
13,2020-09-23,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,39,,,,,,,,,,,,
14,2020-10-14,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,42,0.0,,,,,,,,,,,
15,2020-11-05,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,45,,,,,,,,,,,,
16,2020-11-11,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,46,,,,,,,,,,,,
0,2021-01-20,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-19,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,20,,,,,,,,,,,,
2,2021-06-04,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,22,,,,,,,,,,,,
3,2021-06-09,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,23,,,,,,,,,,,,
4,2021-06-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,24,,,,,,,,,,,,
5,2021-06-23,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,25,,,,,,,,,,,,
6,2021-06-26,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,-2.0,-2.0,0.0,25,,,,,,,,,,,,
7,2021-07-07,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-07-21,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-07-29,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-08-05,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,31,,,,,,,,,,,,
