,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,2,,,,,,,,,,,,
1,2019-01-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,5,,,,,,,,,,,,
2,2019-02-20,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,8,,,,,,,,,,,,
3,2019-03-20,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,12,,,,,,,,,,,,
4,2019-05-15,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,20,,,,,,,,,,,,
5,2019-06-19,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,25,,,,,,,,,,,,
6,2019-06-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,25,,,,,,,,,,,,
7,2019-08-07,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,32,,,,,,,,,,,,
8,2019-10-02,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,40,,,,,,,,,,,,
9,2019-10-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,44,,,,,,,,,,,,
10,2019-11-14,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
11,2019-12-25,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,52,,,,,,,,,,,,
0,2020-01-08,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,2,,,,,,,,,,,,
1,2020-01-16,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,3,,,,,,,,,,,,
2,2020-01-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,4,,,,,,,,,,,,
3,2020-02-05,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,6,,,,,,,,,,,,
4,2020-03-25,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,13,,,,,,,,,,,,
5,2020-04-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,17,,,,,,,,,,,,
6,2020-05-27,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,22,,,,,,,,,,,,
7,2020-06-10,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
8,2020-07-01,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,27,,,,,,,,,,,,
9,2020-07-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,30,,,,,,,,,,,,
10,2020-07-28,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,31,,,,,,,,,,,,
11,2020-09-16,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,38,,,,,,,,,,,,
12,2020-09-23,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,39,,,,,,,,,,,,
13,2020-10-21,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,43,0.0,,,,,,,,,,,
14,2020-11-18,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,47,,,,,,,,,,,,
15,2020-12-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,50,,,,,,,,,,,,
16,2020-12-16,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,51,,,,,,,,,,,,
