,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-03,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,2.0,2.0,0.0,1,,,,,,,,,,,,
1,2019-11-06,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,45,,,,,,,,,,,,
2,2019-12-04,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,49,,,,,,,,,,,,
3,2019-12-11,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,50,,,,,,,,,,,,
0,2020-03-03,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,10,,,,,,,,,,,,
1,2020-09-03,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,2.0,2.0,0.0,36,,,,,,,,,,,,
2,2020-09-29,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,2.0,2.0,0.0,40,,,,,,,,,,,,
3,2020-10-07,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,2.0,2.0,0.0,41,0.0,,,,,,,,,,,
0,2021-01-27,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,2.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-05,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,18,,,,,,,,,,,,
2,2021-06-16,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,24,,,,,,,,,,,,
3,2021-08-25,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,34,,,,,,,,,,,,
4,2021-09-15,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,37,,,,,,,,,,,,
5,2021-11-03,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,44,,,,,,,,,,,,
6,2021-12-22,G10705008,消毒錠,2.5Gx100粒/瓶 6瓶/箱,瓶,T,2.0,0.0,0.0,1.0,1.0,0.0,51,,,,,,,,,,,,
