,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-03,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,800.0,800.0,0.0,1,,,,,,,,,,,,
1,2019-01-09,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,800.0,800.0,0.0,2,,,,,,,,,,,,
2,2019-01-16,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,3,,,,,,,,,,,,
3,2019-01-30,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,5,,,,,,,,,,,,
4,2019-02-13,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,7,,,,,,,,,,,,
5,2019-02-26,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,9,,,,,,,,,,,,
6,2019-03-06,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,10,,,,,,,,,,,,
7,2019-03-13,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,11,,,,,,,,,,,,
8,2019-03-27,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,13,,,,,,,,,,,,
9,2019-04-10,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,15,,,,,,,,,,,,
10,2019-04-17,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,16,,,,,,,,,,,,
11,2019-04-25,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,17,,,,,,,,,,,,
12,2019-05-08,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,19,,,,,,,,,,,,
13,2019-05-15,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,20,,,,,,,,,,,,
14,2019-05-22,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,21,,,,,,,,,,,,
15,2019-05-29,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,22,,,,,,,,,,,,
16,2019-06-05,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,300.0,300.0,0.0,23,,,,,,,,,,,,
17,2019-06-12,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,500.0,500.0,0.0,24,,,,,,,,,,,,
18,2019-06-19,F10110303,塑膠藥杯，30ML刻度,30cc 1.須有清楚刻度 ，杯口平滑   2.杯口寬減杯底寬度少於1cm(投標時請附5個樣品現場審查),個,T,800.0,0.0,0.0,800.0,800.0,0.0,25,,,,,,,,,,,,
