,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-23,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,4,,,,,,,,,,,,
1,2019-04-01,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,14,,,,,,,,,,,,
2,2019-08-21,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,34,,,,,,,,,,,,
3,2019-09-11,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,37,,,,,,,,,,,,
4,2019-11-14,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,46,,,,,,,,,,,,
5,2019-12-18,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,51,,,,,,,,,,,,
0,2020-01-08,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,2,,,,,,,,,,,,
1,2020-03-25,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,10.0,10.0,0.0,13,,,,,,,,,,,,
2,2020-04-29,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,18,,,,,,,,,,,,
3,2020-06-23,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,26,,,,,,,,,,,,
4,2020-08-12,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,33,,,,,,,,,,,,
5,2020-09-16,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,38,,,,,,,,,,,,
6,2020-10-14,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,42,0.0,,,,,,,,,,,
7,2020-10-29,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,44,0.0,,,,,,,,,,,
8,2020-11-11,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,46,,,,,,,,,,,,
9,2020-11-25,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,21.0,21.0,0.0,48,,,,,,,,,,,,
10,2020-12-09,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,9.0,9.0,0.0,50,,,,,,,,,,,,
0,2021-01-06,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-05-26,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,21,,,,,,,,,,,,
3,2021-06-23,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,25,,,,,,,,,,,,
4,2021-06-26,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,50.0,50.0,0.0,25,,,,,,,,,,,,
5,2021-09-22,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,38,,,,,,,,,,,,
6,2021-10-13,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,20.0,20.0,0.0,41,,,,,,,,,,,,
7,2021-12-30,K80003312,藍蓋螺旋尿管,10ml,支,T,30.0,0.0,0.0,30.0,30.0,0.0,52,,,,,,,,,,,,
