,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-22,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,4
1,2019-02-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,5
2,2019-05-14,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,20
3,2019-05-21,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,2.0,2.0,0.0,21
4,2019-05-28,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,22
5,2019-09-10,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,37
6,2019-09-17,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,38
0,2020-01-07,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,,0.0,3.0,3.0,0.0,2
1,2020-06-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,25
2,2020-07-14,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,29
3,2020-08-04,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,2.0,2.0,0.0,32
4,2020-10-13,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,2.0,2.0,0.0,42
5,2020-10-27,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,44
6,2020-12-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,49
7,2020-12-29,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,53
0,2021-01-19,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,3
1,2021-07-06,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,27
2,2021-07-13,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,3.0,0.0,0.0,3.0,3.0,0.0,28
