,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-02-01,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,5
1,2019-03-05,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,10
2,2019-04-09,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,15
3,2019-04-23,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,17
4,2019-05-14,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,20
5,2019-06-18,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,25
6,2019-06-25,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,26
7,2019-08-06,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,5.0,5.0,0.0,32
8,2019-09-17,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,38
9,2019-10-08,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,41
10,2019-11-12,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,46
11,2019-12-17,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,5.0,5.0,0.0,51
0,2020-01-07,G81200207,嗜氧攜送培養基,,支,T,8.0,,0.0,8.0,8.0,0.0,2
1,2020-06-09,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,24
2,2020-06-16,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,25
3,2020-07-28,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,31
4,2020-08-11,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,33
5,2020-09-08,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,37
6,2020-10-20,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,43
7,2020-11-05,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,45
8,2020-11-17,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,5.0,5.0,0.0,47
9,2020-12-01,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,49
10,2020-12-08,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,2.0,2.0,0.0,50
0,2021-01-19,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,3
1,2021-03-09,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,10
2,2021-04-08,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,14
3,2021-06-29,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,26
4,2021-07-29,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,30
5,2021-08-24,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,34
6,2021-09-14,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,8.0,8.0,0.0,37
7,2021-10-26,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,5.0,5.0,0.0,43
8,2021-11-16,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,3.0,3.0,0.0,46
9,2021-11-23,G81200207,嗜氧攜送培養基,,支,T,8.0,0.0,0.0,6.0,6.0,0.0,47
