,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-03-26,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,13
1,2019-04-02,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,14
2,2019-04-23,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,17
3,2019-04-30,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,5.0,5.0,0.0,18
4,2019-06-11,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,24
5,2019-08-06,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,32
6,2019-10-29,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,44
7,2019-11-26,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,48
0,2020-01-07,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,,0.0,8.0,8.0,0.0,2
1,2020-02-11,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,7
2,2020-12-29,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,53
0,2021-01-12,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,2
1,2021-01-26,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,4
2,2021-03-23,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,12
3,2021-07-23,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,2.0,2.0,0.0,29
4,2021-08-17,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,33
5,2021-09-28,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,39
6,2021-10-19,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,5.0,5.0,0.0,42
7,2021-11-09,V02102000,塑膠剃刀 (雙面使用),,支,T,8.0,0.0,0.0,8.0,8.0,0.0,45
