,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,2
1,2019-04-30,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,18
2,2019-06-18,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,25
3,2019-07-23,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,30
4,2019-07-30,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,31
5,2019-08-06,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,32
6,2019-10-15,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,42
0,2020-02-25,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,9
1,2020-06-09,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,24
2,2020-08-11,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,33
3,2020-08-25,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,35
4,2020-11-17,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,47
0,2021-02-23,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,8
1,2021-02-26,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,8
2,2021-04-13,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,15
