,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,200.0,200.0,0.0,1
1,2019-01-03,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,100.0,100.0,0.0,1
2,2019-01-08,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,100.0,100.0,0.0,2
3,2019-03-26,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,20.0,20.0,0.0,13
4,2019-04-09,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,30.0,30.0,0.0,15
5,2019-04-23,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,50.0,50.0,0.0,17
6,2019-08-06,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,30.0,30.0,0.0,32
7,2019-08-27,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,60.0,60.0,0.0,35
8,2019-09-17,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,80.0,80.0,0.0,38
9,2019-10-15,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,50.0,50.0,0.0,42
10,2019-12-02,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,100.0,100.0,0.0,49
0,2020-03-17,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,30.0,30.0,0.0,12
1,2020-04-08,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,400.0,400.0,0.0,15
2,2020-09-01,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,30.0,30.0,0.0,36
3,2020-11-05,Z24105417,隔離衣,,件,T,250.0,0.0,0.0,20.0,20.0,0.0,45
