,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,1
1,2019-01-10,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,2
2,2019-01-15,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,3
3,2019-01-22,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,4
4,2019-01-26,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,-2.0,-2.0,0.0,4
5,2019-01-29,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,5
6,2019-02-19,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,8
7,2019-02-26,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,9
8,2019-03-05,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,10
9,2019-03-12,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,11
10,2019-03-19,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,12
11,2019-03-23,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,-1.0,-1.0,0.0,12
12,2019-03-26,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,13
13,2019-04-02,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,14
14,2019-04-23,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,17
15,2019-05-07,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,19
16,2019-05-14,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,3.0,3.0,0.0,20
