2019/1/1,1,2019,29
2019/1/2,1,2019,33
2019/1/3,1,2019,31
2019/1/4,1,2019,30
2019/1/5,1,2019,25
2019/1/6,1,2019,27
2019/1/7,2,2019,34
2019/1/8,2,2019,37
2019/1/9,2,2019,37
2019/1/10,2,2019,41
2019/1/11,2,2019,39
2019/1/12,2,2019,31
2019/1/13,2,2019,31
2019/1/14,3,2019,35
2019/1/15,3,2019,36
2019/1/16,3,2019,37
2019/1/17,3,2019,33
2019/1/18,3,2019,33
2019/1/19,3,2019,30
2019/1/20,3,2019,27
2019/1/21,4,2019,30
2019/1/22,4,2019,33
2019/1/23,4,2019,33
2019/1/24,4,2019,33
2019/1/25,4,2019,30
2019/1/26,4,2019,30
2019/1/27,4,2019,26
2019/1/28,5,2019,26
2019/1/29,5,2019,25
2019/1/30,5,2019,25
2019/1/31,5,2019,25
2019/2/1,5,2019,25
2019/2/2,5,2019,28
2019/2/3,5,2019,25
2019/2/4,6,2019,26
2019/2/5,6,2019,25
2019/2/6,6,2019,23
2019/2/7,6,2019,27
2019/2/8,6,2019,30
2019/2/9,6,2019,29
2019/2/10,6,2019,32
2019/2/11,7,2019,39
2019/2/12,7,2019,40
2019/2/13,7,2019,45
2019/2/14,7,2019,46
2019/2/15,7,2019,46
2019/2/16,7,2019,41
2019/2/17,7,2019,38
2019/2/18,8,2019,41
2019/2/19,8,2019,35
2019/2/20,8,2019,40
2019/2/21,8,2019,37
2019/2/22,8,2019,38
2019/2/23,8,2019,34
2019/2/24,8,2019,34
2019/2/25,9,2019,42
2019/2/26,9,2019,43
2019/2/27,9,2019,43
2019/2/28,9,2019,31
2019/3/1,9,2019,30
2019/3/2,9,2019,27
2019/3/3,9,2019,23
2019/3/4,10,2019,30
2019/3/5,10,2019,32
2019/3/6,10,2019,42
2019/3/7,10,2019,44
2019/3/8,10,2019,44
2019/3/9,10,2019,33
2019/3/10,10,2019,25
2019/3/11,11,2019,32
2019/3/12,11,2019,33
2019/3/13,11,2019,34
2019/3/14,11,2019,39
2019/3/15,11,2019,38
2019/3/16,11,2019,31
2019/3/17,11,2019,30
2019/3/18,12,2019,37
2019/3/19,12,2019,41
2019/3/20,12,2019,40
2019/3/21,12,2019,40
2019/3/22,12,2019,41
2019/3/23,12,2019,38
2019/3/24,12,2019,36
2019/3/25,13,2019,38
2019/3/26,13,2019,35
2019/3/27,13,2019,35
2019/3/28,13,2019,33
2019/3/29,13,2019,31
2019/3/30,13,2019,28
2019/3/31,13,2019,24
2019/4/1,14,2019,30
2019/4/2,14,2019,27
2019/4/3,14,2019,27
2019/4/4,14,2019,23
2019/4/5,14,2019,21
2019/4/6,14,2019,23
2019/4/7,14,2019,24
2019/4/8,15,2019,33
2019/4/9,15,2019,37
2019/4/10,15,2019,40
2019/4/11,15,2019,42
2019/4/12,15,2019,45
2019/4/13,15,2019,37
2019/4/14,15,2019,30
2019/4/15,16,2019,39
2019/4/16,16,2019,40
2019/4/17,16,2019,40
2019/4/18,16,2019,43
2019/4/19,16,2019,39
2019/4/20,16,2019,37
2019/4/21,16,2019,31
2019/4/22,17,2019,36
2019/4/23,17,2019,39
2019/4/24,17,2019,40
2019/4/25,17,2019,42
2019/4/26,17,2019,38
2019/4/27,17,2019,30
2019/4/28,17,2019,30
2019/4/29,18,2019,32
2019/4/30,18,2019,32
2019/5/1,18,2019,33
2019/5/2,18,2019,34
2019/5/3,18,2019,33
2019/5/4,18,2019,27
2019/5/5,18,2019,26
2019/5/6,19,2019,28
2019/5/7,19,2019,30
2019/5/8,19,2019,32
2019/5/9,19,2019,36
2019/5/10,19,2019,37
2019/5/11,19,2019,33
2019/5/12,19,2019,28
2019/5/13,20,2019,33
2019/5/14,20,2019,32
2019/5/15,20,2019,33
2019/5/16,20,2019,35
2019/5/17,20,2019,33
2019/5/18,20,2019,34
2019/5/19,20,2019,30
2019/5/20,21,2019,32
2019/5/21,21,2019,30
2019/5/22,21,2019,33
2019/5/23,21,2019,35
2019/5/24,21,2019,32
2019/5/25,21,2019,31
2019/5/26,21,2019,23
2019/5/27,22,2019,26
2019/5/28,22,2019,24
2019/5/29,22,2019,31
2019/5/30,22,2019,32
2019/5/31,22,2019,29
2019/6/1,22,2019,27
2019/6/2,22,2019,20
2019/6/3,23,2019,25
2019/6/4,23,2019,27
2019/6/5,23,2019,31
2019/6/6,23,2019,34
2019/6/7,23,2019,32
2019/6/8,23,2019,23
2019/6/9,23,2019,22
2019/6/10,24,2019,26
2019/6/11,24,2019,27
2019/6/12,24,2019,33
2019/6/13,24,2019,34
2019/6/14,24,2019,33
2019/6/15,24,2019,29
2019/6/16,24,2019,26
2019/6/17,25,2019,26
2019/6/18,25,2019,30
2019/6/19,25,2019,36
2019/6/20,25,2019,37
2019/6/21,25,2019,38
2019/6/22,25,2019,33
2019/6/23,25,2019,30
2019/6/24,26,2019,28
2019/6/25,26,2019,28
2019/6/26,26,2019,31
2019/6/27,26,2019,34
2019/6/28,26,2019,36
2019/6/29,26,2019,30
2019/6/30,26,2019,31
2019/7/1,27,2019,38
2019/7/2,27,2019,39
2019/7/3,27,2019,36
2019/7/4,27,2019,37
2019/7/5,27,2019,33
2019/7/6,27,2019,28
2019/7/7,27,2019,25
2019/7/8,28,2019,29
2019/7/9,28,2019,32
2019/7/10,28,2019,35
2019/7/11,28,2019,38
2019/7/12,28,2019,33
2019/7/13,28,2019,30
2019/7/14,28,2019,28
2019/7/15,29,2019,28
2019/7/16,29,2019,27
2019/7/17,29,2019,28
2019/7/18,29,2019,32
2019/7/19,29,2019,33
2019/7/20,29,2019,32
2019/7/21,29,2019,31
2019/7/22,30,2019,36
2019/7/23,30,2019,38
2019/7/24,30,2019,36
2019/7/25,30,2019,38
2019/7/26,30,2019,36
2019/7/27,30,2019,32
2019/7/28,30,2019,30
2019/7/29,31,2019,31
2019/7/30,31,2019,29
2019/7/31,31,2019,29
2019/8/1,31,2019,33
2019/8/2,31,2019,32
2019/8/3,31,2019,27
2019/8/4,31,2019,23
2019/8/5,32,2019,27
2019/8/6,32,2019,28
2019/8/7,32,2019,29
2019/8/8,32,2019,30
2019/8/9,32,2019,31
2019/8/10,32,2019,32
2019/8/11,32,2019,28
2019/8/12,33,2019,34
2019/8/13,33,2019,40
2019/8/14,33,2019,40
2019/8/15,33,2019,42
2019/8/16,33,2019,40
2019/8/17,33,2019,30
2019/8/18,33,2019,28
2019/8/19,34,2019,33
2019/8/20,34,2019,29
2019/8/21,34,2019,28
2019/8/22,34,2019,27
2019/8/23,34,2019,21
2019/8/24,34,2019,21
2019/8/25,34,2019,19
2019/8/26,35,2019,26
2019/8/27,35,2019,27
2019/8/28,35,2019,28
2019/8/29,35,2019,32
2019/8/30,35,2019,28
2019/8/31,35,2019,31
2019/9/1,35,2019,26
2019/9/2,36,2019,33
2019/9/3,36,2019,35
2019/9/4,36,2019,36
2019/9/5,36,2019,41
2019/9/6,36,2019,42
2019/9/7,36,2019,38
2019/9/8,36,2019,35
2019/9/9,37,2019,37
2019/9/10,37,2019,36
2019/9/11,37,2019,36
2019/9/12,37,2019,33
2019/9/13,37,2019,28
2019/9/14,37,2019,23
2019/9/15,37,2019,22
2019/9/16,38,2019,27
2019/9/17,38,2019,25
2019/9/18,38,2019,28
2019/9/19,38,2019,34
2019/9/20,38,2019,38
2019/9/21,38,2019,38
2019/9/22,38,2019,29
2019/9/23,39,2019,31
2019/9/24,39,2019,33
2019/9/25,39,2019,31
2019/9/26,39,2019,32
2019/9/27,39,2019,29
2019/9/28,39,2019,25
2019/9/29,39,2019,27
2019/9/30,40,2019,28
2019/10/1,40,2019,26
2019/10/2,40,2019,29
2019/10/3,40,2019,31
2019/10/4,40,2019,31
2019/10/5,40,2019,28
2019/10/6,40,2019,26
2019/10/7,41,2019,32
2019/10/8,41,2019,35
2019/10/9,41,2019,38
2019/10/10,41,2019,36
2019/10/11,41,2019,33
2019/10/12,41,2019,32
2019/10/13,41,2019,29
2019/10/14,42,2019,32
2019/10/15,42,2019,27
2019/10/16,42,2019,30
2019/10/17,42,2019,30
2019/10/18,42,2019,30
2019/10/19,42,2019,23
2019/10/20,42,2019,22
2019/10/21,43,2019,28
2019/10/22,43,2019,29
2019/10/23,43,2019,31
2019/10/24,43,2019,39
2019/10/25,43,2019,37
2019/10/26,43,2019,29
2019/10/27,43,2019,24
2019/10/28,44,2019,27
2019/10/29,44,2019,31
2019/10/30,44,2019,33
2019/10/31,44,2019,34
2019/11/1,44,2019,32
2019/11/2,44,2019,29
2019/11/3,44,2019,25
2019/11/4,45,2019,28
2019/11/5,45,2019,27
2019/11/6,45,2019,25
2019/11/7,45,2019,28
2019/11/8,45,2019,23
2019/11/9,45,2019,23
2019/11/10,45,2019,20
2019/11/11,46,2019,28
2019/11/12,46,2019,28
