,庫房,料號,品名,數量,週
3611,DLN5,B03106859,人工薄膜,89.0,1
3690,DLN5,B03106859,人工薄膜,90.0,2
3769,DLN5,B03106859,人工薄膜,94.0,3
3822,DLN5,B03106859,人工薄膜,91.0,4
7720,DLN5,B03106859,人工薄膜,80.0,5
7727,DLN5,B03106859,人工薄膜,9.0,6
7778,DLN5,B03106859,人工薄膜,61.0,7
7840,DLN5,B03106859,人工薄膜,89.0,8
12096,DLN5,B03106859,人工薄膜,93.0,9
12156,DLN5,B03106859,人工薄膜,66.0,10
12225,DLN5,B03106859,人工薄膜,89.0,11
12285,DLN5,B03106859,人工薄膜,78.0,12
16456,DLN5,B03106859,人工薄膜,75.0,13
16523,DLN5,B03106859,人工薄膜,77.0,14
16573,DLN5,B03106859,人工薄膜,61.0,15
16612,DLN5,B03106859,人工薄膜,45.0,16
20621,DLN5,B03106859,人工薄膜,62.0,17
20677,DLN5,B03106859,人工薄膜,66.0,18
20729,DLN5,B03106859,人工薄膜,55.0,19
20782,DLN5,B03106859,人工薄膜,59.0,20
20834,DLN5,B03106859,人工薄膜,56.0,21
25084,DLN5,B03106859,人工薄膜,66.0,22
25141,DLN5,B03106859,人工薄膜,76.0,23
25256,DLN5,B03106859,人工薄膜,58.0,24
25235,DLN5,B03106859,人工薄膜,51.0,25
29809,DLN5,B03106859,人工薄膜,64.0,26
29883,DLN5,B03106859,人工薄膜,91.0,27
29960,DLN5,B03106859,人工薄膜,92.0,28
30022,DLN5,B03106859,人工薄膜,71.0,29
34179,DLN5,B03106859,人工薄膜,80.0,30
34240,DLN5,B03106859,人工薄膜,68.0,31
34293,DLN5,B03106859,人工薄膜,57.0,32
34424,DLN5,B03106859,人工薄膜,66.0,33
34415,DLN5,B03106859,人工薄膜,65.0,34
38836,DLN5,B03106859,人工薄膜,85.0,35
38899,DLN5,B03106859,人工薄膜,74.0,36
38965,DLN5,B03106859,人工薄膜,80.0,37
39010,DLN5,B03106859,人工薄膜,57.0,38
43201,DLN5,B03106859,人工薄膜,79.0,39
43257,DLN5,B03106859,人工薄膜,73.0,40
43302,DLN5,B03106859,人工薄膜,50.0,41
43352,DLN5,B03106859,人工薄膜,56.0,42
43416,DLN5,B03106859,人工薄膜,75.0,43
47292,DLN5,B03106859,人工薄膜,66.0,44
47367,DLN5,B03106859,人工薄膜,85.0,45
47414,DLN5,B03106859,人工薄膜,52.0,46
47473,DLN5,B03106859,人工薄膜,83.0,47
51566,DLN5,B03106859,人工薄膜,58.0,48
51611,DLN5,B03106859,人工薄膜,66.0,49
51679,DLN5,B03106859,人工薄膜,90.0,50
51742,DLN5,B03106859,人工薄膜,82.0,51
51777,DLN5,B03106859,人工薄膜,40.0,52
