,庫房,料號,品名,數量,週
3267,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,1
3290,DLN5,A04800036,靜脈輸液套，附Y加葯管,27.0,2
3304,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,3
3316,DLN5,A04800036,靜脈輸液套，附Y加葯管,21.0,4
7473,DLN5,A04800036,靜脈輸液套，附Y加葯管,30.0,5
7476,DLN5,A04800036,靜脈輸液套，附Y加葯管,3.0,6
7489,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,7
7499,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,8
11834,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,9
11841,DLN5,A04800036,靜脈輸液套，附Y加葯管,8.0,10
11845,DLN5,A04800036,靜脈輸液套，附Y加葯管,4.0,11
11856,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,12
16221,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,13
16224,DLN5,A04800036,靜脈輸液套，附Y加葯管,3.0,14
16233,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,15
16239,DLN5,A04800036,靜脈輸液套，附Y加葯管,6.0,16
16246,DLN5,A04800036,靜脈輸液套，附Y加葯管,7.0,17
20481,DLN5,A04800036,靜脈輸液套，附Y加葯管,22.0,18
20488,DLN5,A04800036,靜脈輸液套，附Y加葯管,7.0,19
20494,DLN5,A04800036,靜脈輸液套，附Y加葯管,6.0,20
20508,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,21
24906,DLN5,A04800036,靜脈輸液套，附Y加葯管,6.0,22
24915,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,23
24924,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,24
24930,DLN5,A04800036,靜脈輸液套，附Y加葯管,8.0,25
29629,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,26
29651,DLN5,A04800036,靜脈輸液套，附Y加葯管,25.0,27
29673,DLN5,A04800036,靜脈輸液套，附Y加葯管,25.0,28
29685,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,29
29691,DLN5,A04800036,靜脈輸液套，附Y加葯管,7.0,30
34060,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,31
34064,DLN5,A04800036,靜脈輸液套，附Y加葯管,4.0,32
34088,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,33
34083,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,34
38614,DLN5,A04800036,靜脈輸液套，附Y加葯管,32.0,35
38630,DLN5,A04800036,靜脈輸液套，附Y加葯管,20.0,36
38645,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,37
38650,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,38
43008,DLN5,A04800036,靜脈輸液套，附Y加葯管,27.0,39
43024,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,40
43035,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,41
43040,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,42
43054,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,43
47090,DLN5,A04800036,靜脈輸液套，附Y加葯管,8.0,44
47098,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,45
47109,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,46
47118,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,47
51358,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,48
51371,DLN5,A04800036,靜脈輸液套，附Y加葯管,21.0,49
51387,DLN5,A04800036,靜脈輸液套，附Y加葯管,26.0,50
51410,DLN5,A04800036,靜脈輸液套，附Y加葯管,30.0,51
51422,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,52
