,庫房,料號,品名,數量,週
1480,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),65.0,1
1518,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),50.0,2
1571,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),73.0,3
1600,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),69.0,4
6258,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),87.0,5
6271,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),16.0,6
6297,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),37.0,7
6326,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),40.0,8
10293,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),77.0,9
10328,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),50.0,10
10345,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),21.0,11
10367,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),38.0,12
14896,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),25.0,13
14931,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),63.0,14
14950,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),37.0,15
14963,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),15.0,16
14976,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),19.0,17
18943,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),52.0,18
18966,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),30.0,19
18986,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),32.0,20
19028,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),67.0,21
23250,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),68.0,22
23282,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),71.0,23
23375,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),80.0,24
23358,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),53.0,25
28099,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),91.0,26
28126,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),42.0,27
28148,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),37.0,28
28172,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),56.0,29
32697,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),21.0,30
32711,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),27.0,31
32726,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),26.0,32
32745,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),40.0,33
32778,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),60.0,34
36855,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),48.0,35
36884,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),46.0,36
36907,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),40.0,37
36924,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),42.0,38
41788,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),83.0,39
41802,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),19.0,40
41808,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),8.0,41
41820,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),24.0,42
41833,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),13.0,43
45817,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),33.0,44
45839,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),27.0,45
45851,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),15.0,46
45885,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),60.0,47
49775,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),65.0,48
49798,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),58.0,49
49820,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),32.0,50
49854,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),51.0,51
49865,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),17.0,52
